slug,name,playtime,platforms,stores,released,tba,background_image,rating,rating_top,ratings,ratings_count,reviews_text_count,added,metacritic,suggestions_count,updated,id,score,clip,tags,user_game,reviews_count,saturated_color,dominant_color,short_screenshots,parent_platforms,genres,added_by_status.yet,added_by_status.owned,added_by_status.beaten,added_by_status.toplay,added_by_status.dropped,added_by_status.playing,esrb_rating.id,esrb_rating.name,esrb_rating.slug,esrb_rating.name_en,esrb_rating.name_ru,esrb_rating
satisfactory,Satisfactory,12,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}]","[{'store': {'id': 1, 'name': 'Steam', 'slug': 'steam'}}, {'store': {'id': 11, 'name': 'Epic Games', 'slug': 'epic-games'}}]",2024-09-11,False,https://media.rawg.io/media/games/9b0/9b03581c1ba7df63e221eb0828f8bb52.jpg,4.3,5,"[{'id': 5, 'title': 'exceptional', 'count': 173, 'percent': 47.79}, {'id': 4, 'title': 'recommended', 'count': 149, 'percent': 41.16}, {'id': 3, 'title': 'meh', 'count': 28, 'percent': 7.73}, {'id': 1, 'title': 'skip', 'count': 12, 'percent': 3.31}]",356,4,2934,,435,2026-05-21T15:52:37,58806,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 251039, 'image_background': 'https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg'}, {'id': 40847, 'name': 'Steam Achievements', 'slug': 'steam-achievements', 'language': 'eng', 'games_count': 51826, 'image_background': 'https://media.rawg.io/media/games/713/713269608dc8f2f40f5a670a14b2de94.jpg'}, {'id': 7, 'name': 'Multiplayer', 'slug': 'multiplayer', 'language': 'eng', 'games_count': 42594, 'image_background': 'https://media.rawg.io/media/games/b7b/b7b8381707152afc7d91f5d95de70e39.jpg'}, {'id': 40849, 'name': 'Steam Cloud', 'slug': 'steam-cloud', 'language': 'eng', 'games_count': 25796, 'image_background': 'https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg'}, {'id': 18, 'name': 'Co-op', 'slug': 'co-op', 'language': 'eng', 'games_count': 14418, 'image_background': 'https://media.rawg.io/media/games/737/737ea5662211d2e0bbd6f5989189e4f1.jpg'}, {'id': 36, 'name': 'Open World', 'slug': 'open-world', 'language': 'eng', 'games_count': 9281, 'image_background': 'https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg'}, {'id': 40845, 'name': 'Partial Controller Support', 'slug': 'partial-controller-support', 'language': 'eng', 'games_count': 14004, 'image_background': 'https://media.rawg.io/media/games/d69/d69810315bd7e226ea2d21f9156af629.jpg'}, {'id': 9, 'name': 'Online Co-Op', 'slug': 'online-co-op', 'language': 'eng', 'games_count': 7703, 'image_background': 'https://media.rawg.io/media/games/736/73619bd336c894d6941d926bfd563946.jpg'}, {'id': 37, 'name': 'Sandbox', 'slug': 'sandbox', 'language': 'eng', 'games_count': 8523, 'image_background': 'https://media.rawg.io/media/games/15c/15c95a4915f88a3e89c821526afe05fc.jpg'}, {'id': 397, 'name': 'Online multiplayer', 'slug': 'online-multiplayer', 'language': 'eng', 'games_count': 3804, 'image_background': 'https://media.rawg.io/media/games/18c/18ca24ed4b700668c36b11ebc35f3d23.jpg'}, {'id': 39, 'name': 'Building', 'slug': 'building', 'language': 'eng', 'games_count': 7543, 'image_background': 'https://media.rawg.io/media/screenshots/243/2436b84b99f1121c302367f0c5901b84.jpg'}, {'id': 180, 'name': 'Base Building', 'slug': 'base-building', 'language': 'eng', 'games_count': 2987, 'image_background': 'https://media.rawg.io/media/games/249/249cb9b8c402ed713358fcf434bcca11.jpg'}, {'id': 147, 'name': 'Resource Management', 'slug': 'resource-management', 'language': 'eng', 'games_count': 3973, 'image_background': 'https://media.rawg.io/media/games/6bc/6bc79f5bc023b1e6938f6eaf9926f073.jpg'}]",,362,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/games/9b0/9b03581c1ba7df63e221eb0828f8bb52.jpg'}, {'id': 779171, 'image': 'https://media.rawg.io/media/screenshots/f0e/f0e9306f7e943df673b069e757068ad2.jpg'}, {'id': 779172, 'image': 'https://media.rawg.io/media/screenshots/b5b/b5b63069fb5ea1c580b59a8bfe46c80d.jpg'}, {'id': 779173, 'image': 'https://media.rawg.io/media/screenshots/2eb/2eb76c8a6803a630e7f710e4502abbac.jpg'}, {'id': 779174, 'image': 'https://media.rawg.io/media/screenshots/262/262f3ea08a5449be81be9054dd01ddf3.jpg'}, {'id': 779175, 'image': 'https://media.rawg.io/media/screenshots/07d/07d1da3af727e0ab836d9ba707f62054.jpg'}, {'id': 779176, 'image': 'https://media.rawg.io/media/screenshots/117/117cc08e3673fec4ced49d3815696f99.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}]","[{'id': 51, 'name': 'Indie', 'slug': 'indie'}, {'id': 10, 'name': 'Strategy', 'slug': 'strategy'}, {'id': 3, 'name': 'Adventure', 'slug': 'adventure'}, {'id': 4, 'name': 'Action', 'slug': 'action'}]",103,2233,113,151,218,116.0,6.0,Rating Pending,rating-pending,Rating Pending,Рейтинг обсуждается,
stalker-2,S.T.A.L.K.E.R. 2: Heart of Chornobyl,7,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 186, 'name': 'Xbox Series S/X', 'slug': 'xbox-series-x'}}]","[{'store': {'id': 1, 'name': 'Steam', 'slug': 'steam'}}, {'store': {'id': 2, 'name': 'Xbox Store', 'slug': 'xbox-store'}}, {'store': {'id': 5, 'name': 'GOG', 'slug': 'gog'}}, {'store': {'id': 11, 'name': 'Epic Games', 'slug': 'epic-games'}}]",2024-11-20,False,https://media.rawg.io/media/games/3e8/3e81585ecda204d4f4b80a041b069adb.jpg,3.79,5,"[{'id': 5, 'title': 'exceptional', 'count': 137, 'percent': 42.55}, {'id': 4, 'title': 'recommended', 'count': 91, 'percent': 28.26}, {'id': 1, 'title': 'skip', 'count': 55, 'percent': 17.08}, {'id': 3, 'title': 'meh', 'count': 39, 'percent': 12.11}]",311,8,2206,,498,2026-05-06T15:52:10,58386,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 251039, 'image_background': 'https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg'}, {'id': 42396, 'name': 'Для одного игрока', 'slug': 'dlia-odnogo-igroka', 'language': 'rus', 'games_count': 70864, 'image_background': 'https://media.rawg.io/media/games/562/562553814dd54e001a541e4ee83a591c.jpg'}, {'id': 42417, 'name': 'Экшен', 'slug': 'ekshen', 'language': 'rus', 'games_count': 50632, 'image_background': 'https://media.rawg.io/media/games/736/73619bd336c894d6941d926bfd563946.jpg'}, {'id': 40847, 'name': 'Steam Achievements', 'slug': 'steam-achievements', 'language': 'eng', 'games_count': 51826, 'image_background': 'https://media.rawg.io/media/games/713/713269608dc8f2f40f5a670a14b2de94.jpg'}, {'id': 40849, 'name': 'Steam Cloud', 'slug': 'steam-cloud', 'language': 'eng', 'games_count': 25796, 'image_background': 'https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg'}, {'id': 13, 'name': 'Atmospheric', 'slug': 'atmospheric', 'language': 'eng', 'games_count': 39763, 'image_background': 'https://media.rawg.io/media/games/960/960b601d9541cec776c5fa42a00bf6c4.jpg'}, {'id': 42394, 'name': 'Глубокий сюжет', 'slug': 'glubokii-siuzhet', 'language': 'rus', 'games_count': 18149, 'image_background': 'https://media.rawg.io/media/games/490/49016e06ae2103881ff6373248843069.jpg'}, {'id': 24, 'name': 'RPG', 'slug': 'rpg', 'language': 'eng', 'games_count': 26676, 'image_background': 'https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg'}, {'id': 42412, 'name': 'Ролевая игра', 'slug': 'rolevaia-igra', 'language': 'rus', 'games_count': 23064, 'image_background': 'https://media.rawg.io/media/games/6cd/6cd653e0aaef5ff8bbd295bf4bcb12eb.jpg'}, {'id': 118, 'name': 'Story Rich', 'slug': 'story-rich', 'language': 'eng', 'games_count': 27293, 'image_background': 'https://media.rawg.io/media/games/8a0/8a02f84a5916ede2f923b88d5f8217ba.jpg'}, {'id': 42442, 'name': 'Открытый мир', 'slug': 'otkrytyi-mir', 'language': 'rus', 'games_count': 7467, 'image_background': 'https://media.rawg.io/media/games/20a/20aa03a10cda45239fe22d035c0ebe64.jpg'}, {'id': 36, 'name': 'Open World', 'slug': 'open-world', 'language': 'eng', 'games_count': 9281, 'image_background': 'https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg'}, {'id': 42428, 'name': 'Шутер', 'slug': 'shuter', 'language': 'rus', 'games_count': 11981, 'image_background': 'https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg'}, {'id': 42429, 'name': 'От первого лица', 'slug': 'ot-pervogo-litsa', 'language': 'rus', 'games_count': 16519, 'image_background': 'https://media.rawg.io/media/games/c80/c80bcf321da44d69b18a06c04d942662.jpg'}, {'id': 8, 'name': 'First-Person', 'slug': 'first-person', 'language': 'eng', 'games_count': 37443, 'image_background': 'https://media.rawg.io/media/games/8e4/8e4de3f54ac659e08a7ba6a2b731682a.jpg'}, {'id': 42423, 'name': 'Научная фантастика', 'slug': 'nauchnaia-fantastika', 'language': 'rus', 'games_count': 10976, 'image_background': 'https://media.rawg.io/media/games/7fa/7fa0b586293c5861ee32490e953a4996.jpg'}, {'id': 32, 'name': 'Sci-fi', 'slug': 'sci-fi', 'language': 'eng', 'games_count': 22083, 'image_background': 'https://media.rawg.io/media/games/174/174fabfca02d5730531bab2153a7dfcb.jpg'}, {'id': 40845, 'name': 'Partial Controller Support', 'slug': 'partial-controller-support', 'language': 'eng', 'games_count': 14004, 'image_background': 'https://media.rawg.io/media/games/d69/d69810315bd7e226ea2d21f9156af629.jpg'}, {'id': 30, 'name': 'FPS', 'slug': 'fps', 'language': 'eng', 'games_count': 15004, 'image_background': 'https://media.rawg.io/media/games/46d/46d98e6910fbc0706e2948a7cc9b10c5.jpg'}, {'id': 42427, 'name': 'Шутер от первого лица', 'slug': 'shuter-ot-pervogo-litsa', 'language': 'rus', 'games_count': 6985, 'image_background': 'https://media.rawg.io/media/games/ec3/ec3a7db7b8ab5a71aad622fe7c62632f.jpg'}, {'id': 6, 'name': 'Exploration', 'slug': 'exploration', 'language': 'eng', 'games_count': 29296, 'image_background': 'https://media.rawg.io/media/games/4be/4be6a6ad0364751a96229c56bf69be59.jpg'}, {'id': 42452, 'name': 'Выживание', 'slug': 'vyzhivanie', 'language': 'rus', 'games_count': 8300, 'image_background': 'https://media.rawg.io/media/games/35b/35b47c4d85cd6e08f3e2ca43ea5ce7bb.jpg'}, {'id': 1, 'name': 'Survival', 'slug': 'survival', 'language': 'eng', 'games_count': 10855, 'image_background': 'https://media.rawg.io/media/games/7a4/7a45e4cdc5b07f316d49cf147b083b27.jpg'}, {'id': 62, 'name': 'Moddable', 'slug': 'moddable', 'language': 'eng', 'games_count': 1139, 'image_background': 'https://media.rawg.io/media/games/46d/46d98e6910fbc0706e2948a7cc9b10c5.jpg'}, {'id': 42390, 'name': 'Решения с последствиями', 'slug': 'resheniia-s-posledstviiami', 'language': 'rus', 'games_count': 8595, 'image_background': 'https://media.rawg.io/media/games/40a/40ab95c1639aa1d7ec04d4cd523af6b1.jpg'}, {'id': 43, 'name': 'Post-apocalyptic', 'slug': 'post-apocalyptic', 'language': 'eng', 'games_count': 4949, 'image_background': 'https://media.rawg.io/media/games/c73/c73c4ffebfe968ba0982a56c2b5020ef.jpg'}, {'id': 145, 'name': 'Choices Matter', 'slug': 'choices-matter', 'language': 'eng', 'games_count': 8384, 'image_background': 'https://media.rawg.io/media/games/d8f/d8f3b28fc747ed6f92943cdd33fb91b5.jpeg'}, {'id': 42460, 'name': 'Реализм', 'slug': 'realizm', 'language': 'rus', 'games_count': 9152, 'image_background': 'https://media.rawg.io/media/screenshots/243/2436b84b99f1121c302367f0c5901b84.jpg'}, {'id': 77, 'name': 'Realistic', 'slug': 'realistic', 'language': 'eng', 'games_count': 9173, 'image_background': 'https://media.rawg.io/media/screenshots/ca8/ca840f2a8ebfc74aac1688367dc1f903.jpg'}, {'id': 110, 'name': 'Cinematic', 'slug': 'cinematic', 'language': 'eng', 'games_count': 3389, 'image_background': 'https://media.rawg.io/media/games/253/2534a46f3da7fa7c315f1387515ca393.jpg'}, {'id': 218, 'name': 'Multiple Endings', 'slug': 'multiple-endings', 'language': 'eng', 'games_count': 11582, 'image_background': 'https://media.rawg.io/media/games/b28/b28a135fa6133e17b228f46902a4fda4.jpg'}, {'id': 42623, 'name': 'Кинематографичная', 'slug': 'kinematografichnaia', 'language': 'rus', 'games_count': 3297, 'image_background': 'https://media.rawg.io/media/games/3cf/3cff89996570cf29a10eb9cd967dcf73.jpg'}, {'id': 40937, 'name': 'Steam Trading Cards', 'slug': 'steam-trading-cards-2', 'language': 'eng', 'games_count': 843, 'image_background': 'https://media.rawg.io/media/games/8bd/8bda6d876f3e241c6024022299553efd.jpg'}, {'id': 58132, 'name': 'Атмосферная', 'slug': 'atmosfernaia', 'language': 'rus', 'games_count': 15465, 'image_background': 'https://media.rawg.io/media/games/64e/64e4fc48c5d977188e8c47287f2a2cef.jpg'}, {'id': 66533, 'name': 'Исследования', 'slug': 'issledovaniia', 'language': 'rus', 'games_count': 14598, 'image_background': 'https://media.rawg.io/media/games/b6f/b6fa0cde8a1204c7d6edc2ec3c753df9.jpg'}, {'id': 205, 'name': 'Lore-Rich', 'slug': 'lore-rich', 'language': 'eng', 'games_count': 2227, 'image_background': 'https://media.rawg.io/media/games/511/5116b4524cea34c6b3f12e0ca027d850.jpg'}, {'id': 42594, 'name': 'Проработанная вселенная', 'slug': 'prorabotannaia-vselennaia', 'language': 'rus', 'games_count': 2255, 'image_background': 'https://media.rawg.io/media/games/e63/e635b8c7fbe3ffd69ad6c1c586cd250e.jpg'}, {'id': 91686, 'name': 'Family Sharing', 'slug': 'family-sharing', 'language': 'eng', 'games_count': 29101, 'image_background': 'https://media.rawg.io/media/games/615/61503312a95d451198d80d9bae275f79.jpg'}, {'id': 42473, 'name': 'Immersive Sim', 'slug': 'immersive-sim-2', 'language': 'eng', 'games_count': 5066, 'image_background': 'https://media.rawg.io/media/games/df4/df415b18835f91a1b4db1da294996ee5.jpg'}, {'id': 64060, 'name': 'Несколько концовок', 'slug': 'neskolko-kontsovok', 'language': 'rus', 'games_count': 6723, 'image_background': 'https://media.rawg.io/media/games/add/add07a75a3f1e479b55dbe920d9fb13d.jpg'}, {'id': 146, 'name': 'Nonlinear', 'slug': 'nonlinear', 'language': 'eng', 'games_count': 2485, 'image_background': 'https://media.rawg.io/media/games/e62/e62cfc3fd878432ece1e1c9d4417a6b6.jpg'}, {'id': 58125, 'name': 'Иммерсивный симулятор', 'slug': 'immersivnyi-simuliator', 'language': 'rus', 'games_count': 4938, 'image_background': 'https://media.rawg.io/media/screenshots/ee5/ee5478b7045545c20586b209535a6226.jpg'}, {'id': 42542, 'name': 'Нелинейная', 'slug': 'nelineinaia', 'language': 'rus', 'games_count': 2106, 'image_background': 'https://media.rawg.io/media/screenshots/291/29135ecd06cd54c4f13a8bcddbba8fba.jpg'}, {'id': 64326, 'name': 'Постапокалипсис', 'slug': 'postapokalipsis', 'language': 'eng', 'games_count': 2574, 'image_background': 'https://media.rawg.io/media/games/08e/08e30af061660c229d7480325fdf5f07.jpg'}, {'id': 91537, 'name': 'HDR available', 'slug': 'hdr-available', 'language': 'eng', 'games_count': 198, 'image_background': 'https://media.rawg.io/media/games/fbd/fbdef5455da4c4033bed896e1540f6a1.jpg'}, {'id': 87543, 'name': 'choices matter ', 'slug': 'choices-matter-3', 'language': 'eng', 'games_count': 1, 'image_background': 'https://media.rawg.io/media/games/3e8/3e81585ecda204d4f4b80a041b069adb.jpg'}]",,322,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/games/3e8/3e81585ecda204d4f4b80a041b069adb.jpg'}, {'id': 2456236, 'image': 'https://media.rawg.io/media/screenshots/803/803b7d21b59df5005799c3399019279a.jpg'}, {'id': 2882404, 'image': 'https://media.rawg.io/media/screenshots/782/7824700bd21e40cf2a0bebaeb8114dc3.jpg'}, {'id': 2882405, 'image': 'https://media.rawg.io/media/screenshots/9dd/9dd9b0c112201cbdf6828f01c0334cfa.jpg'}, {'id': 2882406, 'image': 'https://media.rawg.io/media/screenshots/7e2/7e2eb2f0dab20622fbbbeeae39dc8978.jpg'}, {'id': 2882407, 'image': 'https://media.rawg.io/media/screenshots/17d/17da49bd8779122e0d7f24696f5b4db9.jpg'}, {'id': 2882408, 'image': 'https://media.rawg.io/media/screenshots/1f7/1f7ee9a93cf8b9be74a06d4b2fc2fcbf.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 3, 'name': 'Xbox', 'slug': 'xbox'}}]","[{'id': 2, 'name': 'Shooter', 'slug': 'shooter'}, {'id': 3, 'name': 'Adventure', 'slug': 'adventure'}, {'id': 4, 'name': 'Action', 'slug': 'action'}, {'id': 5, 'name': 'RPG', 'slug': 'role-playing-games-rpg'}]",340,547,131,1074,69,45.0,,,,,,
