name,price,rating,sale_count
"<span class=""su-styled-text primary default"">HP 15.6"" Touch Laptop, 13th Gen Intel i3, 16GB RAM &amp; 512BG SSD Win 11 Pro+Office</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$409.00</span> <span class=""su-styled-text secondary strikethrough large"">$609.00</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$226.27 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text negative bold large"">Last one</span> <span class=""su-styled-text primary bold large"">13 sold</span>",,"<span class=""su-styled-text primary default"">HP 15.6"" Touch Laptop, 13th Gen Intel i3, 16GB RAM &amp; 512BG SSD Win 11 Pro+Office</span> <span class=""su-styled-text secondary default"">Open Box · </span> <span class=""su-styled-text secondary default"">HP · </span> <span class=""su-styled-text secondary default"">512 GB</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$409.00</span> <span class=""su-styled-text secondary strikethrough large"">$609.00</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$226.27 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text negative bold large"">Last one</span> <span class=""su-styled-text primary bold large"">13 sold</span> <span class=""su-styled-text primary large"">hellogoodlife1 </span> <span class=""su-styled-text primary large"">97.9% positive (18.9K)</span>"
"<span class=""su-styled-text primary default"">Lenovo ThinkPad E490s Core i5-8265U 1.60 GHz 16 GB DDR4 No HDD</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$139.99</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$250.00 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span>",,"<span class=""su-styled-text primary default"">Lenovo ThinkPad E490s Core i5-8265U 1.60 GHz 16 GB DDR4 No HDD</span> <span class=""su-styled-text secondary default"">Pre-Owned · </span> <span class=""su-styled-text secondary default"">Lenovo</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$139.99</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$250.00 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary large"">harddrivesonly </span> <span class=""su-styled-text primary large"">99.8% positive (32.3K)</span>"
"<span class=""su-styled-text primary default"">HP ProBook 455 G8 Ryzen 7 5800U 1.90 GHz 16 GB DDR4 256 GB NVMe Windows 11 Pro</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$299.99</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$250.00 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span>",,"<span class=""su-styled-text primary default"">HP ProBook 455 G8 Ryzen 7 5800U 1.90 GHz 16 GB DDR4 256 GB NVMe Windows 11 Pro</span> <span class=""su-styled-text secondary default"">Pre-Owned · </span> <span class=""su-styled-text secondary default"">HP</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$299.99</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$250.00 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary large"">harddrivesonly </span> <span class=""su-styled-text primary large"">99.8% positive (32.3K)</span>"
"<span class=""su-styled-text primary default"">Dell 16 DC16251 16"" FHD+ Touch Laptop Core 7 150U 32GB DDR5 1TB SSD Win11 Sealed</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$779.89</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$328.79 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span>",,"<span class=""su-styled-text primary default"">Dell 16 DC16251 16"" FHD+ Touch Laptop Core 7 150U 32GB DDR5 1TB SSD Win11 Sealed</span> <span class=""su-styled-text secondary default"">Brand New · </span> <span class=""su-styled-text secondary default"">Dell · </span> <span class=""su-styled-text secondary default"">1 TB</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$779.89</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$328.79 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary large"">anchorridge </span> <span class=""su-styled-text primary large"">97.3% positive (323)</span>"
"<span class=""su-styled-text primary default"">Dell Precision M4800 15.6"" Intel i7-4710MQ 2.50GHz 16GB RAM 256GB SSD, WIN 10 PR</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$245.00</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">Shipping not specified</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">2 watchers</span>",,"<span class=""su-styled-text primary default"">Dell Precision M4800 15.6"" Intel i7-4710MQ 2.50GHz 16GB RAM 256GB SSD, WIN 10 PR</span> <span class=""su-styled-text secondary default"">Pre-Owned · </span> <span class=""su-styled-text secondary default"">Dell</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$245.00</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">Shipping not specified</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">2 watchers</span> <span class=""su-styled-text primary large"">geeni75 </span> <span class=""su-styled-text primary large"">93.7% positive (296)</span>"
"<span class=""su-styled-text primary default"">Dell Latitude 14"" Laptop PC Intel i5 Quad Core! 16GB RAM 256GB SSD Touchscreen!</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$199.99</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$163.05 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">Last one</span> <span class=""su-styled-text primary bold large"">30 watchers</span> <span class=""su-styled-text negative bold large"">Save up to 5% when you buy more</span>",,"<span class=""su-styled-text primary default"">Dell Latitude 14"" Laptop PC Intel i5 Quad Core! 16GB RAM 256GB SSD Touchscreen!</span> <span class=""su-styled-text secondary default"">Very Good - Refurbished · </span> <span class=""su-styled-text secondary default"">Dell · </span> <span class=""su-styled-text secondary default"">256 GB</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$199.99</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$163.05 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">Last one</span> <span class=""su-styled-text primary bold large"">30 watchers</span> <span class=""su-styled-text negative bold large"">Save up to 5% when you buy more</span> <span class=""su-styled-text primary large"">mike_the_tech </span> <span class=""su-styled-text primary large"">99.5% positive (1K)</span> <span class=""su-styled-text default"">eBay Refurbished</span>"
"<span class=""su-styled-text primary default"">HP EliteBook 850 G7 15.6"" Laptop i7-10610U 1.80GHz 16GB RAM 256GB NVMe Win 11</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$279.99</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$219.23 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span>",,"<span class=""su-styled-text primary default"">HP EliteBook 850 G7 15.6"" Laptop i7-10610U 1.80GHz 16GB RAM 256GB NVMe Win 11</span> <span class=""su-styled-text secondary default"">Very Good - Refurbished · </span> <span class=""su-styled-text secondary default"">HP</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$279.99</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$219.23 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary large"">proearthtech </span> <span class=""su-styled-text primary large"">99.9% positive (16.2K)</span> <span class=""su-styled-text default"">eBay Refurbished</span>"
"<span class=""su-styled-text primary default"">Panasonic Toughbook CF-33 Core i5 6300U 2.4GHz 8GB 256GB SSD Win 10 Pro</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$315.00</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$395.83 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">42 sold</span> <span class=""su-styled-text negative bold large"">Save up to 7% when you buy more</span>",,"<span class=""su-styled-text primary default"">Panasonic Toughbook CF-33 Core i5 6300U 2.4GHz 8GB 256GB SSD Win 10 Pro</span> <span class=""su-styled-text secondary default"">Very Good - Refurbished · </span> <span class=""su-styled-text secondary default"">Panasonic</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$315.00</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$395.83 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">42 sold</span> <span class=""su-styled-text negative bold large"">Save up to 7% when you buy more</span> <span class=""su-styled-text primary large"">pioneer-surplus </span> <span class=""su-styled-text primary large"">99.7% positive (9K)</span> <span class=""su-styled-text default"">eBay Refurbished</span>"
"<span class=""su-styled-text primary default"">Lenovo 13w Gen 3 83M9000DUS 13.3"" Touchscreen Convertible 2 in 1 Notebook -</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$480.00</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$242.60 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span>",,"<span class=""su-styled-text primary default"">Lenovo 13w Gen 3 83M9000DUS 13.3"" Touchscreen Convertible 2 in 1 Notebook -</span> <span class=""su-styled-text secondary default"">Brand New · </span> <span class=""su-styled-text secondary default"">Lenovo</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$480.00</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$242.60 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary large"">rockalbumrarities </span> <span class=""su-styled-text primary large"">99.5% positive (5.1K)</span>"
"<span class=""su-styled-text primary default"">HP 14-dq6013dx 14"" Intel N150 4GB DDR4 128GB UFS W11H Laptop, Willow Green</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$148.00</span> <span class=""su-styled-text secondary strikethrough large"">$469.99</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$158.65 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span>",,"<span class=""su-styled-text primary default"">HP 14-dq6013dx 14"" Intel N150 4GB DDR4 128GB UFS W11H Laptop, Willow Green</span> <span class=""su-styled-text secondary default"">Certified - Refurbished · </span> <span class=""su-styled-text secondary default"">HP</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$148.00</span> <span class=""su-styled-text secondary strikethrough large"">$469.99</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$158.65 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary large"">prycedin </span> <span class=""su-styled-text primary large"">99.4% positive (78.9K)</span> <span class=""su-styled-text default"">eBay Refurbished</span>"
"<span class=""su-styled-text primary default"">HP ProBook Laptop 14"" HD Intel Core i5 16GB RAM 256GB SSD Windows 11 WiFi HDMI</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$215.55</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$174.18 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">753 sold</span>",,"<span class=""su-styled-text primary default"">HP ProBook Laptop 14"" HD Intel Core i5 16GB RAM 256GB SSD Windows 11 WiFi HDMI</span> <span class=""su-styled-text secondary default"">Good - Refurbished · </span> <span class=""su-styled-text secondary default"">HP</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$215.55</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$174.18 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">753 sold</span> <span class=""su-styled-text primary large"">discountcomputerdepot </span> <span class=""su-styled-text primary large"">99.3% positive (154.7K)</span> <span class=""su-styled-text default"">eBay Refurbished</span>"
"<span class=""su-styled-text primary default"">Dell Latitude 5330 Core i7-1265U 1.80 GHz 16 GB DDR4 512 GB NVMe Windows 11 Pro</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$269.99</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$250.00 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span>",,"<span class=""su-styled-text primary default"">Dell Latitude 5330 Core i7-1265U 1.80 GHz 16 GB DDR4 512 GB NVMe Windows 11 Pro</span> <span class=""su-styled-text secondary default"">Pre-Owned · </span> <span class=""su-styled-text secondary default"">Dell</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$269.99</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$250.00 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary large"">harddrivesonly </span> <span class=""su-styled-text primary large"">99.8% positive (32.3K)</span>"
"<span class=""su-styled-text primary default"">Lenovo Yoga 7 16IAP7 Intel Evo i7 IPS Touchscreen 16gb RAM Windows 11 Pro</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$599.99</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$42.95 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text negative bold large"">Extra 20% off with coupon</span>",,"<span class=""su-styled-text primary default"">Lenovo Yoga 7 16IAP7 Intel Evo i7 IPS Touchscreen 16gb RAM Windows 11 Pro</span> <span class=""su-styled-text secondary default"">Pre-Owned · </span> <span class=""su-styled-text secondary default"">Lenovo</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$599.99</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$42.95 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text negative bold large"">Extra 20% off with coupon</span> <span class=""su-styled-text primary large"">choesengoods </span> <span class=""su-styled-text primary large"">100% positive (5K)</span>"
"<span class=""su-styled-text primary default"">PANASONIC TOUGHBOOK (LET'S NOTE) CF-QV1 CORE I7-1185G7 16GB SSD 512GB WIN 11 PRO</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$699.54</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">Free International Shipping</span> <span class=""su-styled-text secondary large"">Located in Japan</span> <span class=""su-styled-text secondary large"">Free returns</span>",,"<span class=""su-styled-text primary default"">PANASONIC TOUGHBOOK (LET'S NOTE) CF-QV1 CORE I7-1185G7 16GB SSD 512GB WIN 11 PRO</span> <span class=""su-styled-text secondary default"">Pre-Owned · </span> <span class=""su-styled-text secondary default"">Panasonic</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$699.54</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">Free International Shipping</span> <span class=""su-styled-text secondary large"">Located in Japan</span> <span class=""su-styled-text secondary large"">Free returns</span> <span class=""su-styled-text primary large"">manekineko-japan </span> <span class=""su-styled-text primary large"">98.4% positive (450)</span>"
"<span class=""su-styled-text primary default"">Dell Latitude 7430 14"" FHD Touchscreen i5-1245U 16GB RAM 512GB SSD Windows 11</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$274.99</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$187.85 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text secondary large"">Free returns</span> <span class=""su-styled-text primary bold large"">14 watchers</span>",,"<span class=""su-styled-text primary default"">Dell Latitude 7430 14"" FHD Touchscreen i5-1245U 16GB RAM 512GB SSD Windows 11</span> <span class=""su-styled-text secondary default"">Good - Refurbished · </span> <span class=""su-styled-text secondary default"">Dell</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$274.99</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$187.85 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text secondary large"">Free returns</span> <span class=""su-styled-text primary bold large"">14 watchers</span> <span class=""su-styled-text primary large"">smgusa </span> <span class=""su-styled-text primary large"">99.4% positive (5K)</span> <span class=""su-styled-text default"">eBay Refurbished</span>"
"<span class=""su-styled-text primary default"">14"" Lenovo ThinkPad Laptop PC: 16GB RAM! 256GB SSD! Intel i5! Zorin Core Edition</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$140.00</span> <span class=""su-styled-text secondary strikethrough large"">$240.00</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$156.81 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">Last one</span> <span class=""su-styled-text primary bold large"">388 sold</span>",,"<span class=""su-styled-text primary default"">14"" Lenovo ThinkPad Laptop PC: 16GB RAM! 256GB SSD! Intel i5! Zorin Core Edition</span> <span class=""su-styled-text secondary default"">Stop Planned Obsolescence! Try risk free for 30 days!</span> <span class=""su-styled-text secondary default"">Good - Refurbished · </span> <span class=""su-styled-text secondary default"">Lenovo</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$140.00</span> <span class=""su-styled-text secondary strikethrough large"">$240.00</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$156.81 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">Last one</span> <span class=""su-styled-text primary bold large"">388 sold</span> <span class=""su-styled-text primary large"">rinuvo </span> <span class=""su-styled-text primary large"">99.7% positive (12.1K)</span> <span class=""su-styled-text default"">eBay Refurbished</span>"
"<span class=""su-styled-text primary default"">Lenovo ThinkPad T490s 14""  Laptop i5 8th Gen 256GB NVMe 8GB RAM Win 11 Pro Cam</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$199.99</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$170.60 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">226 sold</span>",,"<span class=""su-styled-text primary default"">Lenovo ThinkPad T490s 14""  Laptop i5 8th Gen 256GB NVMe 8GB RAM Win 11 Pro Cam</span> <span class=""su-styled-text secondary default"">Excellent - Refurbished · </span> <span class=""su-styled-text secondary default"">Lenovo · </span> <span class=""su-styled-text secondary default"">256 GB</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$199.99</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$170.60 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">226 sold</span> <span class=""su-styled-text primary large"">kl0 </span> <span class=""su-styled-text primary large"">99.5% positive (53.8K)</span> <span class=""su-styled-text default"">eBay Refurbished</span>"
"<span class=""su-styled-text primary default"">Lenovo Legion Y700 8.8” 13MP Snapdragon 870 WIFI Android 6550mAh</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$189.53</span> <span class=""su-styled-text primary bold default s-card__price""> to </span> <span class=""su-styled-text primary bold large-1 s-card__price"">$209.38</span> <span class=""su-styled-text secondary strikethrough large"">$220.40</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$15.00 delivery</span> <span class=""su-styled-text secondary large"">Located in China</span> <span class=""su-styled-text primary bold large"">28+ watchers</span>",,"<span class=""su-styled-text primary default"">Lenovo Legion Y700 8.8” 13MP Snapdragon 870 WIFI Android 6550mAh</span> <span class=""su-styled-text secondary default"">Pre-Owned</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$189.53</span> <span class=""su-styled-text primary bold default s-card__price""> to </span> <span class=""su-styled-text primary bold large-1 s-card__price"">$209.38</span> <span class=""su-styled-text secondary strikethrough large"">$220.40</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$15.00 delivery</span> <span class=""su-styled-text secondary large"">Located in China</span> <span class=""su-styled-text primary bold large"">28+ watchers</span> <span class=""su-styled-text primary large"">mobiletech_hub </span> <span class=""su-styled-text primary large"">100% positive (1)</span>"
"<span class=""su-styled-text primary bold default"">15.6"" DELL Latitude Laptop: i7-8650U (16GB RAM - 256GB NVME SSD) Windows 11 Pro</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$324.38</span> <span class=""su-styled-text secondary strikethrough large"">$424.38</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$199.21 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">Almost gone</span> <span class=""su-styled-text primary bold large"">633 sold</span>",,"<span class=""su-styled-text primary bold default"">15.6"" DELL Latitude Laptop: i7-8650U (16GB RAM - 256GB NVME SSD) Windows 11 Pro</span> <span class=""su-styled-text secondary default"">Backlit Keyboard! Windows 11 Pro! 1920 x 1080P</span> <span class=""su-styled-text secondary default"">Good - Refurbished · </span> <span class=""su-styled-text secondary default"">Dell</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$324.38</span> <span class=""su-styled-text secondary strikethrough large"">$424.38</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$199.21 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">Almost gone</span> <span class=""su-styled-text primary bold large"">633 sold</span> <span class=""su-styled-text primary large"">rinuvo </span> <span class=""su-styled-text primary large"">99.7% positive (12.1K)</span> <span class=""su-styled-text default"">eBay Refurbished</span>"
"<span class=""su-styled-text primary default"">HP 15.6"" Laptop Touchscreen Core i5-1235U 512GB Win11H Natural Silver A08Q4UA#AB</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$314.99</span> <span class=""su-styled-text secondary strikethrough large"">$579.99</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$197.05 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">Last one</span> <span class=""su-styled-text primary bold large"">15 sold</span>",,"<span class=""su-styled-text primary default"">HP 15.6"" Laptop Touchscreen Core i5-1235U 512GB Win11H Natural Silver A08Q4UA#AB</span> <span class=""su-styled-text secondary default"">Good - Refurbished · </span> <span class=""su-styled-text secondary default"">HP</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$314.99</span> <span class=""su-styled-text secondary strikethrough large"">$579.99</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">+$197.05 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">Last one</span> <span class=""su-styled-text primary bold large"">15 sold</span> <span class=""su-styled-text primary large"">hypermicrosystems </span> <span class=""su-styled-text primary large"">99.5% positive (83.5K)</span> <span class=""su-styled-text default"">eBay Refurbished</span>"
"<span class=""su-styled-text primary default"">Lenovo Yoga Book YB1-X91F 10.1 2-in-1 Tablet PC Tested From Japan</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$141.55</span> <span class=""su-styled-text secondary strikethrough large"">$149.00</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">Free International Shipping</span> <span class=""su-styled-text secondary large"">Located in Japan</span> <span class=""su-styled-text secondary large"">Free returns</span> <span class=""su-styled-text negative bold large"">Last one</span> <span class=""su-styled-text primary bold large"">41 watchers</span>",,"<span class=""su-styled-text primary default"">Lenovo Yoga Book YB1-X91F 10.1 2-in-1 Tablet PC Tested From Japan</span> <span class=""su-styled-text secondary default"">Pre-Owned · </span> <span class=""su-styled-text secondary default"">Lenovo</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$141.55</span> <span class=""su-styled-text secondary strikethrough large"">$149.00</span> <span class=""su-styled-text secondary large"">Buy It Now</span> <span class=""su-styled-text secondary large"">Free International Shipping</span> <span class=""su-styled-text secondary large"">Located in Japan</span> <span class=""su-styled-text secondary large"">Free returns</span> <span class=""su-styled-text negative bold large"">Last one</span> <span class=""su-styled-text primary bold large"">41 watchers</span> <span class=""su-styled-text primary large"">japan.treasure.collection </span> <span class=""su-styled-text primary large"">100% positive (699)</span>"
"<span class=""su-styled-text primary default"">Lenovo ThinkPad T540p 15.6"" Core i5 4330M 2.8GHz 16GB RAM 512GB SSD Win 10 Pro</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$236.00</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$186.48 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">Almost gone</span> <span class=""su-styled-text primary bold large"">273 sold</span>",,"<span class=""su-styled-text primary default"">Lenovo ThinkPad T540p 15.6"" Core i5 4330M 2.8GHz 16GB RAM 512GB SSD Win 10 Pro</span> <span class=""su-styled-text secondary default"">Very Good - Refurbished · </span> <span class=""su-styled-text secondary default"">Lenovo</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$236.00</span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$186.48 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary bold large"">Almost gone</span> <span class=""su-styled-text primary bold large"">273 sold</span> <span class=""su-styled-text primary large"">pioneer-surplus </span> <span class=""su-styled-text primary large"">99.7% positive (9K)</span> <span class=""su-styled-text default"">eBay Refurbished</span>"
"<span class=""su-styled-text primary default"">Lenovo ThinkPad L14 Gen 4 Ryzen 5 PRO 7530U Ram 32GB</span>","<span class=""su-styled-text primary bold large-1 s-card__price"">$100.00</span> <span class=""su-styled-text secondary large"">0 bids</span> <span class=""su-styled-text secondary small""> · </span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$93.58 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span>",,"<span class=""su-styled-text primary default"">Lenovo ThinkPad L14 Gen 4 Ryzen 5 PRO 7530U Ram 32GB</span> <span class=""su-styled-text secondary default"">Pre-Owned · </span> <span class=""su-styled-text secondary default"">Lenovo</span> <span class=""su-styled-text primary bold large-1 s-card__price"">$100.00</span> <span class=""su-styled-text secondary large"">0 bids</span> <span class=""su-styled-text secondary small""> · </span> <span class=""su-styled-text secondary large"">or Best Offer</span> <span class=""su-styled-text secondary large"">+$93.58 delivery</span> <span class=""su-styled-text secondary large"">Located in United States</span> <span class=""su-styled-text primary large"">cuetech </span> <span class=""su-styled-text primary large"">100% positive (67)</span>"
