id,adult,title,video,overview,softcore,genre_ids,popularity,vote_count,poster_path,release_date,vote_average,backdrop_path,original_title,original_language
652837,False,"Josee, the Tiger and the Fish",False,"With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",False,"[16, 18, 10749]",7.64,600,/z1D8xi9x4uEhyFruo7uEHXUMD4K.jpg,2020-12-25,8.265,/521koHpCyK6ZeNpEAvPAuC75cJ5.jpg,ジョゼと虎と魚たち,ja
654299,False,Out of the Clear Blue Sky,False,"Returning to Earth as an imitator, the legendary Mexican artist Pedro Infante must prove that he is no longer a womanizer to enter paradise.",False,"[35, 18, 10402]",3.6597,384,/o9cSEHrXzPOO4OIoT9yrdxc216w.jpg,2019-12-24,8.263,/o33acwn7KliNpJRbjy4FrMSpiQ9.jpg,Como caído del cielo,es
29259,False,Le Trou,False,"Four prison inmates have been hatching a plan to literally dig out of jail when another prisoner, Claude Gaspard, is moved into their cell. They take a risk and share their plan with the newcomer. Over the course of three days, the prisoners and friends break through the concrete floor using a bed post and begin to make their way through the sewer system – yet their escape is anything but assured.",False,"[18, 53, 80]",5.3678,571,/xyZhiOz5NHVBUKlpioxjwajy7pm.jpg,1960-03-18,8.255,/f72GEQF2lKsdmEULSI9bWCbQylH.jpg,Le Trou,fr
8587,False,The Lion King,False,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.",False,"[16, 10751, 18]",24.1603,19671,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,1994-06-15,8.254,/q00H8EqULYSK74lgevMkhmGGLHn.jpg,The Lion King,en
975,False,Paths of Glory,False,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,False,"[10752, 18]",6.6458,3271,/p7OHwomA8UOhe3EhckF2IetBTh9.jpg,1957-10-25,8.254,/eTZkq5tI58Ec76AwPf1HOUoKtky.jpg,Paths of Glory,en
92321,False,Hotarubi no Mori e,False,"One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits...",False,"[10749, 16, 14]",0.007,1214,/mDqzHV8UXWWNpZkoAbKmKX1ZxEE.jpg,2011-09-17,8.252,/qknxyRgP6UTmwJ4B9tDAmzHMq7u.jpg,蛍火の杜へ,ja
18491,False,Neon Genesis Evangelion: The End of Evangelion,False,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity.",False,"[16, 878, 18, 14]",9.9127,1850,/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg,1997-07-19,8.3,/xLMJCCSatxENpHO9rLW9yD8A12C.jpg,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,ja
637920,False,Miracle in Cell No. 7,False,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",False,[18],9.4716,4555,/bOth4QmNyEkalwahfPCfiXjNh1r.jpg,2019-10-10,8.251,/inEy3A5OPgeYW4rjRiGycfEeQzA.jpg,Koğuştaki Mucize,tr
15804,False,A Brighter Summer Day,False,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",False,"[80, 18, 10749]",7.039,386,/3l8fOAwiN3N5n3hHnZ51eog7Zu2.jpg,1991-07-27,8.251,/hypv7bDxzqdhJfEpjRKf1aQbdc.jpg,牯嶺街少年殺人事件,zh
901,False,City Lights,False,A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.,False,"[35, 18, 10749]",5.5935,2452,/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg,1931-02-06,8.251,/qhKMAWxuu4TXCJCWVMqfveqanMP.jpg,City Lights,en
92060,False,Michael Jackson's Thriller,False,"A night at the movies turns terrifying when Michael and his date are attacked by zombies. Released at the height of Thriller’s success, the short film redefined the music video, broke racial barriers, and became the first inducted into the U.S. National Film Registry.",False,"[27, 53, 10402]",7.8141,761,/dYHGoPMkZMVuBA4EydmDQMo1EEv.jpg,1983-11-21,8.248,/aVefEnQsfNPUrgsuMszTDt165P0.jpg,Michael Jackson's Thriller,en
603,False,The Matrix,False,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",False,"[28, 878]",39.8485,27881,/aOIuZAjPaRIE6CMzbazvcHuHXDc.jpg,1999-03-31,8.246,/tlm8UkiQsitc8rSuIAscQDCnP8d.jpg,The Matrix,en
630566,False,Clouds,False,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",False,"[10402, 18, 10749]",4.9368,1051,/2YvT3pdGngzpbAuxamTz4ZlabnT.jpg,2020-10-09,8.241,/L7DIiAdP8DnNqOh7454ZrTYspR.jpg,Clouds,en
568160,False,Weathering with You,False,"The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky.",False,"[16, 18, 14, 10749]",8.151,2626,/qgrk7r1fV4IjuoeiGS5HOhXNdLJ.jpg,2019-07-19,8.0,/ize3ZieqSy0TCWljmVoEiy8fSFS.jpg,天気の子,ja
429210,False,Bingo: The King of the Mornings,False,"1980s. Brazilian television exploding in color and auditorium programs not so politically correct. In the middle of this fervor, Augusto Mendes, a young rising actor, seeks his place in the sun. From porn studios to soap operas, he finally finds success and fame when he becomes ""Bingo"", a TV host clown from one of the audience leader TV shows for children. It turns out that behind the rice powder and red nose, nobody knows who he is.",False,"[35, 18]",0.7611,413,/izz36X4Hg7JCei5BOVeXTjVuQzF.jpg,2017-08-24,7.976,/96el06riGUnHRJGXxhP9StZzhFt.jpg,Bingo: O Rei das Manhãs,pt
15,False,Citizen Kane,False,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",False,"[9648, 18]",11.92,6049,/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg,1941-04-17,8.0,/ruF3Lmd4A8MHbnEBE6lxPMbsHGL.jpg,Citizen Kane,en
25376,False,The Secret in Their Eyes,False,"Hoping to put to rest years of unease concerning a past case, retired criminal investigator Benjamín begins writing a novel based on the unsolved mystery of a newlywed’s rape and murder. With the help of a former colleague, judge Irene, he attempts to make sense of the past.",False,"[9648, 53, 18]",3.1538,2858,/dkeAwfZzwL3WvToydE3CXiY80E0.jpg,2009-08-13,7.974,/fNHCogWhABNAmzk0IFdzQP5XLYj.jpg,El secreto de sus ojos,es
862,False,Toy Story,False,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",False,"[10751, 35, 16, 12]",29.2298,19870,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,1995-11-22,8.0,/3Rfvhy1Nl6sSGJwyjb0QiZzZYlB.jpg,Toy Story,en
449176,False,"Love, Simon",False,"Everyone deserves a great love story, but for 17-year-old Simon Spier, it's a little more complicated. He hasn't told his family or friends that he's gay, and he doesn't know the identity of the anonymous classmate that he's fallen for online.",False,"[35, 18, 10749]",5.0216,6263,/snIsqVPmlu4LPjvToHpDotxa7Eh.jpg,2018-02-16,7.973,/nJSPkq5dtASykhiYIZhpCX9Zgeq.jpg,"Love, Simon",en
780,False,The Passion of Joan of Arc,False,"A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.",False,"[18, 36]",2.4511,1086,/tAgV9yxY6AC1bsPt3qJJQpD4s8.jpg,1928-04-21,7.973,/cFgCf2XqnhErS3HmgSOBCe4kL4d.jpg,La Passion de Jeanne d'Arc,fr
76,False,Before Sunrise,False,"An unexpected meeting on a train leads two travelers to spend an evening wandering through Vienna. As the night unfolds, they share stories and conversations about life and love, exploring new ideas while a quiet intimacy grows between them, knowing it may be their only night together.",False,"[18, 10749]",9.8959,4686,/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg,1995-01-27,8.0,/qA2TyqPldTtoTVY3LKrNIG5g6bH.jpg,Before Sunrise,en
906126,False,Society of the Snow,False,"On October 13, 1972, Uruguayan Air Force Flight 571, chartered to take a rugby team to Chile, crashes into a glacier in the heart of the Andes.",False,"[18, 36]",4.7033,3490,/2e853FDVSIso600RqAMunPxiZjq.jpg,2023-12-15,7.972,/md848EEPm3dHZOqwGxxTVwH2vu5.jpg,La sociedad de la nieve,es
11778,False,The Deer Hunter,False,"Three steelworkers enlist in the army and are sent to Vietnam, one leaving behind a rushed marriage, the others a shared love. What they encounter during the war changes their lives forever.",False,"[18, 10752]",6.8414,4236,/bbGtogDZOg09bm42KIpCXUXICkh.jpg,1978-12-08,7.972,/a5zBQfXmLk3qqRYF7AioWpiAxk2.jpg,The Deer Hunter,en
24,False,Kill Bill: Vol. 1,False,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",False,"[28, 80]",12.7929,18915,/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,2003-10-10,7.972,/iffzIhuLAO38Po6sh1s6ZEVwlNL.jpg,Kill Bill: Vol. 1,en
38286,False,Three Men and a Leg,False,"Friends Aldo, Giovanni, and Giacomo cross Italy from north to south for Giacomo's wedding: the father of the bride, a despotic magnate who is both their boss and father-in-law—since Aldo and Giovanni have also married into the family not for love but for money, a fate now awaiting Giacomo—has entrusted them with a priceless piece of modern art, one that looks just like a rather unremarkable wooden leg.",False,[35],1.0098,2156,/yhgfM1WTHu4Uiwa47FAGmBk4V7x.jpg,1997-12-27,7.964,/26drTTwx0CGdcYpjhJfhxTgRWRr.jpg,Tre uomini e una gamba,it
3090,False,The Treasure of the Sierra Madre,False,"Two jobless Americans convince a prospector to travel to the mountains of Mexico with them in search of gold. But the hostile wilderness, local bandits, and greed all get in the way of their journey.",False,"[12, 18, 37]",2.6457,1340,/pWcst7zVbi8Z8W6GFrdNE7HHRxL.jpg,1948-01-15,8.0,/osytHgkv86CTFKxo46l9P7ACEjm.jpg,The Treasure of the Sierra Madre,en
679,False,Aliens,False,"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.",False,"[28, 53, 878]",12.8487,10841,/r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg,1986-07-18,7.962,/4kix6fAblJIH6eMs0Ku2loyZJXK.jpg,Aliens,en
7508,False,Like Stars on Earth,False,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",False,[18],7.6007,1330,/puHRt6Raovm5ujGCdwLWvRv4NHU.jpg,2007-12-21,7.961,/bPwdy3zaNnMdZ22u0WCcYu0xxgt.jpg,तारे ज़मीन पर,hi
895,False,Andrei Rublev,False,"An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.",False,"[18, 36]",3.7518,942,/910xRIUmNJrWH2hkQifBJtoPp5R.jpg,1966-12-16,8.0,/jqha8JCXm0aJ5SJ03Jd0JmGgWRs.jpg,Андрей Рублёв,ru
678512,False,Sound of Freedom,False,"The story of Tim Ballard, a former US government agent, who quits his job in order to devote his life to rescuing children from global sex traffickers.",False,"[28, 18]",5.0084,2749,/qA5kPYZA7FkVvqcEfJRoOy4kpHg.jpg,2023-07-03,7.96,/7JqWWLCajnt6XWCrRlgvtsYP0u6.jpg,Sound of Freedom,en
14160,False,Up,False,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",False,"[16, 35, 10751, 12]",17.9088,21648,/mFvoEwSfLqbcWwFsDjQebn9bzFe.jpg,2009-05-28,7.96,/hGGC9gKo7CFE3fW07RA587e5kol.jpg,Up,en
424694,False,Bohemian Rhapsody,False,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",False,"[10402, 18]",10.6759,17766,/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,2018-10-24,7.958,/dcvbs8z0GEXslC1kCT77x19XDeR.jpg,Bohemian Rhapsody,en
627,False,Trainspotting,False,"Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends --Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind as Begbie and Sick Boy come knocking.",False,"[18, 80]",8.3964,10385,/y0HmDV0bZDTtXWHqqYYbT9XoshB.jpg,1996-02-23,7.958,/dkfBKDUIWP1peEszdqK10MkMZCP.jpg,Trainspotting,en
785534,False,Paper Lives,False,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",False,[18],1.0572,415,/cmru6N6Hnw2pJwuo1ctH1CxKqKZ.jpg,2021-03-12,7.955,/ctckqAvz9aTZDtfXLmDUdMflesU.jpg,Kağıttan Hayatlar,tr
180147,False,We Are the Nobles,False,"Tells the ""riches to rags"" story of the Nobles, three upper-class twenty-somethings that appear to have no limits to their checkbooks, and no direction in their lives. Until one day, their father tries to teach them a lesson by staging a financial scandal that forces the whole family to escape to an old house in the poor side of town, and leads the ""kids"" to do what they haven't done before: get jobs.",False,[35],1.8501,539,/40JLnLz5KEQeZnUCKD3zf8sQJFx.jpg,2013-03-28,7.955,/37x8deGuuEiMBEIoe28ulrFsoNn.jpg,Nosotros los nobles,es
48035,False,Ordet,False,"The three sons of devout Danish farmer Morten have widely disparate religious beliefs. Youngest son Anders shares his father's religion, but eldest son Mikkel has lost his faith, while middle child Johannes has become delusional and proclaims that he is Jesus Christ himself. When Mikkel's wife, Inger goes into a difficult childbirth, everyone's beliefs are put to the test.",False,[18],1.1876,414,/c9Oef9uQEuadZlnvv8hphRmTIgx.jpg,1955-01-09,7.954,/62pTb3zkfE2860lIqQFlxQ5tUEL.jpg,Ordet,da
10386,False,The Iron Giant,False,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",False,"[16, 18, 10751, 878]",6.0329,6158,/ct04FCFLPImNG5thcPLRnVsZlmS.jpg,1999-08-06,7.954,/wfClZdRb1x4LZ8B73Y9RSn8XAPa.jpg,The Iron Giant,en
70,False,Million Dollar Baby,False,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",False,[18],6.0763,10349,/jcfEqKdWF1zeyvECPqp3mkWLct2.jpg,2004-12-05,7.954,/oGMomeS7bE43eN8SGJUaKvQnmud.jpg,Million Dollar Baby,en
11712,False,Sanjuro,False,"In this companion piece and sequel to ""Yojimbo,"" jaded samurai Sanjuro helps an idealistic group of young warriors weed out their clan's evil influences, and in the process turns their image of a proper samurai on its ear.",False,"[18, 28, 35]",2.7748,718,/zW47oIH3bc3ggmmmzTvKqM4Fqjk.jpg,1962-01-01,7.952,/7g5v2zXedkwiFqDlWqcoRUUQYD6.jpg,椿三十郎,ja
1396,False,Mirror,False,"A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life.",False,"[18, 36]",14.3964,1089,/AttDP5OEsMxtHPPN7Z92p2Ntnmd.jpg,1975-03-07,7.952,/9UAcMhSCDJ2OCo5QdPpSERjhMA1.jpg,Зеркало,ru
745,False,The Sixth Sense,False,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",False,"[9648, 53, 18]",11.9168,12846,/vOyfUXNFSnaTk7Vk5AjpsKTUWsu.jpg,1999-08-06,7.952,/6TjllWT3cGrPFyqDXurVZ3L8bBi.jpg,The Sixth Sense,en
12761,False,Autumn Sonata,False,"After a seven-year absence, Charlotte Andergast travels to Sweden to reunite with her daughter Eva. The pair have a troubled relationship: Charlotte sacrificed the responsibilities of motherhood for a career as a classical pianist. Over an emotional night, the pair reopen the wounds of the past. Charlotte gets another shock when she finds out that her mentally impaired daughter, Helena, is out of the asylum and living with Eva.",False,"[18, 10402]",2.3414,706,/6beNbtCXv3GkzHkxkGYf38ib7v8.jpg,1978-10-08,7.951,/3DOOgeZfoYUKXAyYrpRObv2PNDd.jpg,Höstsonaten,sv
81,False,Nausicaä of the Valley of the Wind,False,"After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",False,"[12, 16, 14]",6.9883,4060,/tcrkfB8SRPQCgwI88hQScua6nxh.jpg,1984-03-11,8.0,/ulVUa2MvnJAjAeRt7h23FFJVRKH.jpg,風の谷のナウシカ,ja
6977,False,No Country for Old Men,False,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",False,"[80, 53, 37]",18.3623,13302,/6d5XOczc226jECq0LIX0siKtgHR.jpg,2007-11-09,7.95,/gddUsvfyySrM5k8B8wwJy2VRlBx.jpg,No Country for Old Men,en
37797,False,Whisper of the Heart,False,"Shizuku lives a simple life, dominated by her love for stories and writing. One day she notices that all the library books she has have been previously checked out by the same person: ""Seiji Amasawa.""",False,"[16, 18, 10751]",5.4546,2273,/5FROLD8zpWFs9ja7aYho1uOMJHg.jpg,1995-07-15,7.9,/rphor0XQcYO4CQoQ6auaQm3UPap.jpg,耳をすませば,ja
25538,False,Yi Yi,False,A Taipei family faces personal and moral uncertainty as everyday events test their relationships and sense of purpose.,False,[18],4.7246,668,/mR8dSQZI8X6Z1NClJhFrtJp636z.jpg,2000-09-20,7.948,/x903dx8Km6XNLFEmvbXc98vePSV.jpg,一一,zh
28422,False,Love Exposure,False,"The story of a teenage boy called Yu, who falls for Yoko, a girl he runs into while working as an upskirt photographer in an offshoot of the porn industry. His attempts to woo her are complicated by a spot of cross-dressing – which convinces Yoko that she is lesbian – dalliances with kung-fu and crime, and a constant struggle with Catholic guilt.",False,"[28, 35, 18, 10749]",3.1322,515,/3QSGUdzG374H7pOxIdKNBpeLEUk.jpg,2008-11-29,7.9,/ywVxppdRe8KN53P937p94mcXEoJ.jpg,愛のむきだし,ja
574074,False,Kitbull,False,"An unlikely connection sparks between two creatures: a fiercely independent stray kitten and a pit bull. Together, they experience friendship for the first time.",False,"[16, 10751, 18]",0.8568,398,/mwKO3cZbxipgd9QAPboJVTDLPiN.jpg,2019-01-18,7.947,/xtj3EhrFHMrZCLTWH6LarEXAG8r.jpg,Kitbull,en
30017,False,Close-Up,False,"This fiction-documentary hybrid uses a sensational real-life event—the arrest of a young man on charges that he fraudulently impersonated the well-known filmmaker Mohsen Makhmalbaf—as the basis for a stunning, multilayered investigation into movies, identity, artistic creation, and existence, in which the real people from the case play themselves.",False,"[80, 18]",1.4163,449,/m9HG2N9ZKCmNN9qOHJTNyy18wn3.jpg,1990-05-09,7.947,/3t1qZqP1e17wQshpPKSqII1OogM.jpg,کلوزآپ ، نمای نزدیک,fa
197,False,Braveheart,False,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",False,"[28, 18, 36, 10752]",11.6213,11101,/or1gBugydmjToAEq7OZY0owwFk.jpg,1995-05-24,7.945,/1m1c5gIWWkb1FEC9lzsoXHhhs7b.jpg,Braveheart,en
15244,False,A Man Escaped,False,A captured French Resistance fighter during World War II engineers a daunting escape from prison.,False,"[18, 53]",1.5403,612,/gkoZ8fFib24zhB2DKpjQ09SK9FU.jpg,1956-11-11,7.9,/lNe2z2qQf0G5gzM51ZyJD0zCDVk.jpg,Un condamné à mort s'est échappé,fr
149,False,Akira,False,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,False,"[16, 878, 28]",10.0978,4769,/neZ0ykEsPqxamsX6o5QNUFILQrz.jpg,1988-06-10,7.944,/fK40VGYIm7hmKrLJ26fgPQU0qRG.jpg,AKIRA,ja
78,False,Blade Runner,False,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",False,"[878, 18, 53]",12.9708,14967,/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,1982-06-25,7.9,/hJ5R9d6QuH3tzr8L8neZZTuzNXm.jpg,Blade Runner,en
962232,False,Beyond the Universe,False,"While waiting for a kidney transplant, a young pianist finds an unexpected connection with her doctor — and the courage to fulfill her musical dreams.",False,"[10749, 18, 10402]",1.0478,345,/AlAP6WRSBuf5cP8OgpHTF45BPUp.jpg,2022-10-26,7.935,/pKfvYWbxhVnGHg6By3VaxtrbLZe.jpg,Depois do Universo,pt
242828,False,When Marnie Was There,False,"Upon being sent to live with relatives in the countryside due to an illness, an emotionally distant adolescent girl becomes obsessed with an abandoned mansion and infatuated with a girl who lives there - a girl who may or may not be real.",False,"[16, 18, 10751]",4.3612,1963,/vug1dvDI1tSa60Z8qjCuUE7ntkO.jpg,2014-07-19,7.935,/86l1gqKjhPn6Ypd8XSSIGx7ZikB.jpg,思い出のマーニー,ja
1087192,False,How to Train Your Dragon,False,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",False,"[14, 10751, 28, 12]",25.0014,2832,/q5pXRYTycaeW6dEgsCrd4mYPmxM.jpg,2025-06-06,7.932,/8J6UlIFcU7eZfq9iCLbgc8Auklg.jpg,How to Train Your Dragon,en
634649,False,Spider-Man: No Way Home,False,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",False,"[28, 12, 878]",41.394,21976,/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,2021-12-15,7.934,/zD5v1E4joAzFvmAEytt7fM3ivyT.jpg,Spider-Man: No Way Home,en
626332,False,Flamin' Hot,False,"The inspiring true story of Richard Montañez, the Frito Lay janitor who channeled his Mexican American heritage and upbringing to turn the iconic Flamin' Hot Cheetos into a snack that disrupted the food industry and became a global pop culture phenomenon.",False,"[18, 36]",3.7116,815,/a7KyFMPXj0iY4EoLq1PIGU1WJPw.jpg,2023-03-11,7.925,/yYEOYzgqPB31mkSsuPdCvXH3zHv.jpg,Flamin' Hot,en
949,False,Heat,False,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,False,"[80, 18, 28]",18.1287,8328,/e09dLw1Ljtccd2P4NsuUvVtS5du.jpg,1995-12-15,7.935,/xKsnZDERG1dk95wuZ5q9iks3OL3.jpg,Heat,en
76203,False,12 Years a Slave,False,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",False,"[18, 36]",7.3706,11982,/xdANQijuNrJaw1HA61rDccME4Tm.jpg,2013-10-18,7.931,/4Bb1kMIfrT2tYRZ9M6Jhqy6gkeF.jpg,12 Years a Slave,en
237791,False,The Way He Looks,False,"Leonardo is a blind teenager dealing with an overprotective mother while trying to live a more independent life. To the disappointment of his best friend, Giovana, he plans to go on an exchange program abroad. When Gabriel, a new student in town, arrives at their classroom, new feelings blossom in Leonardo making him question his plans.",False,"[18, 10749]",1.2754,990,/2BhhlAYwKvONGW7tr16ZhnD0sym.jpg,2014-04-10,7.93,/wMDg5cm1xIieCTINQo6drZWIy8n.jpg,Hoje Eu Quero Voltar Sozinho,pt
41050,False,La Notte,False,A day in the life of an unfaithful married couple and their steadily deteriorating relationship in Milan.,False,"[18, 10749]",1.5933,740,/xkd7wPJSIC76scBRHCFZ85uOH5d.jpg,1961-01-24,7.9,/5wATYRIHIBhE9kelbGxYm0i7cNs.jpg,La notte,it
1580,False,Rope,False,Two young men attempt to prove they committed the perfect murder by hosting a dinner party for the family of a classmate they just strangled to death.,False,"[53, 80, 18]",2.6476,2998,/9ar6rxLDB8kagAnXZKn6h9smscr.jpg,1948-02-01,7.93,/81LX4wktTXWEXjLNlkHTmJm7tRu.jpg,Rope,en
234,False,The Cabinet of Dr. Caligari,False,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",False,"[18, 27, 53, 80]",2.4691,1767,/myK9DeIsXWGKgUTZyGXg2IfFk0W.jpg,1920-02-27,7.93,/iNNNkYuUU365LhnPwQqfzBvKnsg.jpg,Das Cabinet des Dr. Caligari,de
447365,False,Guardians of the Galaxy Vol. 3,False,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",False,"[878, 12, 28]",16.3925,8311,/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,2023-05-03,7.929,/5YZbUmjbMa3ClvSW1Wj3D6XGolb.jpg,Guardians of the Galaxy Vol. 3,en
12104,False,Pink Floyd: The Wall,False,A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,False,"[10402, 18]",4.5104,1637,/aElHyIdF5jmctFGhlhhaPFsbBJC.jpg,1982-07-14,7.929,/Ag4eANWzHEwC7rQVyvcGsL34ieP.jpg,Pink Floyd: The Wall,en
