v,vw,o,c,h,l,t,n
14825.0,211.4852,211.4,211.62,211.69,211.4,1754035200000,227
6849.0,211.7894,211.63,211.87,211.93,211.63,1754035260000,202
3638.0,211.7986,211.86,211.8,211.86,211.7,1754035320000,204
4324.0,211.7057,211.78,211.64,211.78,211.63,1754035380000,222
2050.0,211.6316,211.62,211.59,211.63,211.59,1754035440000,113
4062.0,211.6088,211.52,211.63,211.64,211.52,1754035500000,109
4767.0,211.5817,211.65,211.65,211.65,211.49,1754035560000,127
842.0,211.7495,211.81,211.81,211.81,211.81,1754035620000,53
6688.0,211.6789,211.68,211.6,211.69,211.6,1754035680000,123
2959.0,211.6975,211.7,211.67,211.72,211.67,1754035740000,96
18601.0,211.4407,211.67,211.49,211.69,211.3,1754035800000,278
4717.0,211.5063,211.38,211.54,211.58,211.38,1754035860000,146
4562.0,211.5056,211.52,211.6,211.6,211.44,1754035920000,162
2612.0,211.5374,211.57,211.51,211.58,211.51,1754035980000,87
2301.0,211.5811,211.57,211.54,211.57,211.54,1754036040000,87
2761.0,211.6622,211.56,211.72,211.72,211.56,1754036100000,117
3276.0,211.7529,211.73,211.72,211.8,211.72,1754036160000,98
3329.0,211.7667,211.78,211.72,211.82,211.72,1754036220000,111
1512.0,211.7088,211.71,211.67,211.74,211.67,1754036340000,45
2621.0,211.673,211.67,211.67,211.67,211.67,1754036400000,67
1308.0,211.6231,211.71,211.65,211.71,211.6,1754036460000,51
9910.0,211.5106,211.54,211.31,211.7,211.31,1754036520000,166
715.0,211.333,211.31,211.31,211.31,211.31,1754036580000,27
8198.0,211.3517,211.41,211.31,211.41,211.26,1754036640000,133
2431.0,211.3325,211.35,211.3,211.35,211.3,1754036700000,97
4155.0,211.2404,211.24,211.21,211.24,211.21,1754036760000,174
3547.0,211.0766,211.05,211.17,211.17,211.02,1754036820000,100
3841.0,211.0935,211.07,211.05,211.17,211.05,1754036880000,87
3534.0,211.0284,211.02,211.01,211.02,211.01,1754036940000,98
6052.0,211.1112,211.02,211.09,211.16,211.01,1754037000000,163
1847.0,211.0498,211.01,211.1,211.1,211.01,1754037060000,88
3596.0,211.1025,211.1,211.07,211.14,211.07,1754037120000,123
3815.0,210.9827,211.03,210.91,211.03,210.91,1754037180000,157
5200.0,210.8298,210.76,210.92,210.92,210.76,1754037240000,141
6071.0,210.6122,210.77,210.41,210.79,210.41,1754037300000,196
6315.0,210.4394,210.39,210.54,210.54,210.32,1754037360000,155
8829.0,210.1354,210.21,210.09,210.28,210.0,1754037480000,224
6619.0,209.9725,210.01,209.73,210.1,209.73,1754037540000,232
12537.0,209.5563,209.68,209.8,209.8,209.41,1754037600000,238
12956.0,209.8032,209.93,210.1,210.1,209.59,1754037660000,185
2417.0,210.1307,210.1,210.25,210.25,210.03,1754037720000,83
4949.0,210.0001,210.09,209.91,210.09,209.91,1754037780000,110
1644.0,209.8604,209.8,209.98,209.98,209.8,1754037840000,80
4288.0,209.9792,209.93,210.09,210.09,209.92,1754037900000,126
2867.0,210.198,210.16,210.15,210.25,210.15,1754037960000,88
3290.0,210.1231,210.02,210.23,210.23,210.01,1754038020000,97
1817.0,210.2087,210.31,210.2,210.31,210.2,1754038080000,78
2929.0,210.0567,210.06,209.98,210.14,209.98,1754038140000,101
2291.0,210.0693,210.05,210.02,210.1,210.02,1754038200000,108
4765.0,210.1961,210.1,210.29,210.29,210.07,1754038260000,118
1900.0,210.3109,210.2,210.37,210.37,210.2,1754038320000,75
1507.0,210.4067,210.42,210.42,210.42,210.37,1754038380000,75
1697.0,210.5034,210.41,210.53,210.53,210.41,1754038440000,74
1183.0,210.6321,210.65,210.6,210.65,210.6,1754038500000,60
4296.0,210.8274,210.78,210.89,210.94,210.78,1754038560000,99
1607.0,210.8097,210.79,210.69,210.84,210.69,1754038620000,57
2941.0,210.8454,210.78,210.86,210.88,210.78,1754038680000,69
625.0,210.7168,210.72,210.72,210.72,210.72,1754038740000,36
3366.0,210.7266,210.69,210.8,210.8,210.64,1754038800000,107
4556.0,210.8507,210.85,210.85,210.88,210.8,1754038860000,120
3799.0,210.923,210.87,210.95,211.0,210.87,1754038920000,119
7081.0,210.9827,210.94,210.95,211.0,210.94,1754038980000,128
4914.0,211.0278,211.0,211.04,211.05,211.0,1754039040000,76
4174.0,211.0088,211.02,210.9,211.08,210.9,1754039100000,128
2815.0,210.9432,210.97,211.0,211.0,210.81,1754039160000,97
1063.0,210.9737,211.0,211.0,211.0,211.0,1754039220000,35
1612.0,210.9126,210.92,210.9,210.92,210.9,1754039280000,40
1668.0,210.8736,210.89,210.94,210.94,210.82,1754039340000,42
2701.0,210.9464,210.95,210.93,210.95,210.91,1754039400000,81
552.0,210.8782,210.93,210.85,210.93,210.85,1754039460000,29
6103.0,211.0324,211.0,210.97,211.14,210.97,1754039520000,188
1382.0,210.9314,210.92,210.92,210.94,210.92,1754039580000,47
948.0,211.0158,210.97,211.07,211.07,210.97,1754039640000,35
898.0,211.0617,211.1,211.03,211.1,211.03,1754039700000,27
4391.0,211.294,211.03,211.48,211.49,211.03,1754039760000,140
4354.0,211.5415,211.46,211.65,211.65,211.46,1754039820000,107
4695.0,211.6233,211.45,211.61,211.68,211.45,1754039880000,86
2359.0,211.6271,211.61,211.6,211.68,211.54,1754039940000,69
3010.0,211.5473,211.59,211.5,211.66,211.5,1754040000000,64
2661.0,211.5566,211.56,211.56,211.56,211.53,1754040060000,57
7095.0,211.5477,211.53,211.56,211.6,211.5,1754040120000,139
2726.0,211.5368,211.5,211.6,211.6,211.5,1754040180000,57
2977.0,211.6641,211.61,211.69,211.7,211.61,1754040240000,87
1231.0,211.643,211.61,211.61,211.61,211.61,1754040300000,36
2630.0,211.6138,211.65,211.6,211.65,211.58,1754040360000,68
1203.0,211.6079,211.62,211.55,211.62,211.55,1754040420000,44
403.0,211.6251,211.64,211.64,211.64,211.64,1754040480000,26
5702.0,211.6986,211.69,211.7,211.71,211.69,1754040540000,100
1684.0,211.691,211.7,211.7,211.71,211.7,1754040600000,43
3426.0,211.8188,211.74,211.92,211.92,211.74,1754040660000,167
1336.0,211.881,211.92,211.84,211.92,211.84,1754040720000,39
1851.0,211.89,211.9,211.9,211.9,211.9,1754040840000,61
2188.0,211.9357,211.87,211.96,211.96,211.87,1754040900000,54
5061.0,211.9737,211.96,212.0,212.0,211.95,1754040960000,143
6454.0,212.0051,212.0,211.93,212.09,211.93,1754041020000,211
1818.0,212.0316,212.06,212.05,212.06,212.05,1754041080000,51
1926.0,212.0823,212.09,212.06,212.09,212.06,1754041140000,54
1758.0,212.0566,212.06,212.08,212.08,212.06,1754041200000,76
2369.0,211.953,211.96,211.93,212.0,211.93,1754041260000,72
2594.0,211.8495,211.82,211.9,211.9,211.8,1754041320000,47
5148.0,211.7738,211.8,211.78,211.8,211.73,1754041380000,89
1411.0,211.8061,211.78,211.84,211.88,211.78,1754041500000,41
1283.0,211.89,211.89,211.9,211.9,211.89,1754041560000,31
802.0,211.908,211.92,211.9,211.92,211.9,1754041620000,25
1224.0,211.8404,211.87,211.8,211.87,211.8,1754041680000,33
2260.0,211.7526,211.84,211.64,211.84,211.64,1754041740000,67
1814.0,211.697,211.74,211.64,211.74,211.64,1754041800000,35
238.0,211.7098,211.7,211.7,211.7,211.7,1754041860000,9
4566.0,211.6322,211.69,211.71,211.74,211.55,1754041920000,68
2177.0,211.7688,211.75,211.79,211.8,211.75,1754042040000,57
1321.0,211.7881,211.79,211.79,211.8,211.79,1754042100000,36
642.0,211.7295,211.71,211.71,211.71,211.71,1754042160000,23
938.0,211.6958,211.75,211.66,211.75,211.66,1754042340000,25
4023.0,211.6134,211.61,211.65,211.66,211.55,1754042400000,79
789.0,211.6691,211.65,211.67,211.67,211.65,1754042460000,24
5294.0,211.6042,211.65,211.6,211.65,211.6,1754042580000,38
826.0,211.5417,211.55,211.5,211.55,211.5,1754042640000,33
2532.0,211.503,211.52,211.5,211.52,211.5,1754042700000,28
4976.0,211.5043,211.52,211.5,211.52,211.5,1754042760000,109
2652.0,211.3736,211.5,211.21,211.5,211.21,1754042820000,66
1940.0,211.1074,211.12,211.09,211.12,211.05,1754042880000,49
322.0,211.2266,211.25,211.25,211.25,211.25,1754042940000,15
2363.0,211.2478,211.27,211.24,211.3,211.2,1754043000000,43
3584.0,211.3878,211.34,211.38,211.4,211.34,1754043120000,72
1829.0,211.3704,211.38,211.39,211.4,211.38,1754043180000,65
1269.0,211.4409,211.4,211.42,211.49,211.4,1754043240000,42
2182.0,211.4391,211.44,211.42,211.49,211.42,1754043300000,57
357.0,211.3848,211.4,211.4,211.4,211.4,1754043360000,18
384.0,211.4148,211.4,211.4,211.4,211.4,1754043540000,16
1675.0,211.486,211.49,211.49,211.5,211.49,1754043600000,43
2780.0,211.523,211.52,211.55,211.55,211.52,1754043660000,93
1282.0,211.4212,211.41,211.4,211.41,211.4,1754043720000,26
1050.0,211.3705,211.4,211.33,211.4,211.33,1754043780000,23
2487.0,211.3305,211.33,211.33,211.33,211.33,1754043840000,14
2160.0,211.2091,211.33,211.11,211.33,211.11,1754043900000,68
891.0,211.1067,211.11,211.1,211.11,211.1,1754043960000,23
4421.0,211.0559,211.09,211.01,211.09,211.0,1754044020000,127
2369.0,211.1501,211.08,211.2,211.2,211.08,1754044080000,66
4686.0,211.1249,211.22,211.1,211.22,211.1,1754044140000,87
2889.0,211.013,211.02,211.0,211.04,211.0,1754044260000,46
2999.0,211.0361,211.05,211.04,211.05,211.01,1754044320000,81
4835.0,211.0237,211.04,211.03,211.04,211.0,1754044380000,149
957.0,211.0271,211.04,211.01,211.04,211.01,1754044440000,27
2216.0,211.0258,211.05,211.0,211.05,211.0,1754044500000,66
574.0,211.0123,211.01,211.02,211.02,211.01,1754044560000,19
2078.0,211.0086,211.0,211.02,211.02,211.0,1754044620000,60
1868.0,211.0141,211.04,211.01,211.04,211.0,1754044680000,62
1841.0,211.0251,211.02,211.05,211.05,211.0,1754044740000,48
1679.0,211.009,211.0,211.0,211.0,211.0,1754044800000,28
3401.0,210.8686,211.0,210.75,211.0,210.75,1754044860000,88
5107.0,210.6724,210.65,210.57,210.8,210.57,1754044920000,107
5943.0,210.6966,210.72,210.63,210.8,210.61,1754044980000,113
3558.0,210.5921,210.59,210.53,210.61,210.53,1754045040000,51
2258.0,210.6058,210.52,210.67,210.67,210.52,1754045100000,55
2210.0,210.7361,210.74,210.75,210.75,210.73,1754045160000,57
2355.0,210.7479,210.75,210.75,210.75,210.75,1754045220000,28
3908.0,210.7686,210.75,210.75,210.86,210.75,1754045280000,101
3055.0,210.748,210.75,210.75,210.75,210.75,1754045340000,74
1386.0,210.7335,210.75,210.75,210.75,210.75,1754045400000,67
2393.0,210.5844,210.65,210.5,210.65,210.5,1754045460000,83
4458.0,210.5249,210.52,210.55,210.55,210.5,1754045520000,74
1721.0,210.5088,210.51,210.5,210.51,210.5,1754045580000,53
7085.0,210.5623,210.5,210.61,210.66,210.5,1754045640000,117
1972.0,210.5526,210.58,210.55,210.58,210.55,1754045700000,53
4002.0,210.5879,210.62,210.51,210.62,210.51,1754045760000,63
1277.0,210.5593,210.58,210.58,210.58,210.58,1754045820000,46
3740.0,210.5689,210.5,210.7,210.7,210.5,1754045880000,113
2417.0,210.7041,210.68,210.73,210.73,210.68,1754045940000,65
9313.0,210.7983,210.73,210.77,211.0,210.69,1754046000000,279
2933.0,210.8628,210.85,210.96,210.96,210.8,1754046060000,54
4473.0,210.8544,210.92,210.78,210.95,210.78,1754046120000,97
5321.0,210.6829,210.74,210.68,210.74,210.62,1754046180000,119
3783.0,210.5585,210.58,210.52,210.58,210.51,1754046240000,110
2192.0,210.6581,210.57,210.62,210.68,210.57,1754046300000,55
3315.0,210.6726,210.62,210.7,210.7,210.62,1754046360000,63
1377.0,210.8072,210.8,210.84,210.86,210.76,1754046420000,35
1619.0,210.8014,210.76,210.83,210.84,210.76,1754046480000,38
10475.0,210.9788,210.84,210.98,211.0,210.84,1754046540000,184
4453.0,210.936,210.945,210.97,210.97,210.9,1754046600000,71
9176.0,210.986,210.98,211.0,211.0,210.92,1754046660000,162
5538.0,211.0825,211.0,211.19,211.2,211.0,1754046720000,130
3627.0,211.1135,211.06,211.24,211.24,211.0,1754046780000,69
3999.0,211.0403,211.06,211.01,211.06,211.0,1754046840000,79
2701.0,211.0762,211.03,211.1,211.1,211.01,1754046900000,64
5041.0,211.0216,211.04,210.91,211.13,210.91,1754046960000,93
4109.0,211.0562,211.09,211.1,211.1,210.95,1754047020000,97
1314.0,211.1021,211.12,211.03,211.12,211.03,1754047080000,35
2104.0,211.0211,211.02,211.01,211.02,211.01,1754047140000,42
2771.0,211.0183,211.0,211.02,211.02,211.0,1754047200000,98
2607.0,210.9967,211.0,211.0,211.02,210.96,1754047260000,52
1491.0,211.0057,210.96,211.0,211.05,210.96,1754047320000,32
2864.0,211.0457,211.04,211.02,211.08,211.0,1754047380000,37
6068.0,211.1747,211.05,211.16,211.25,211.05,1754047440000,116
1456.0,211.1461,211.15,211.12,211.15,211.12,1754047500000,44
895.0,211.0909,211.11,211.08,211.11,211.08,1754047560000,50
2572.0,211.1336,211.17,211.15,211.17,211.07,1754047620000,92
1592.0,211.1834,211.19,211.19,211.19,211.19,1754047680000,48
1088.0,211.1795,211.18,211.18,211.18,211.18,1754047740000,29
3181.0,211.2432,211.18,211.28,211.28,211.18,1754047800000,84
7781.0,211.4018,211.35,211.48,211.49,211.35,1754047860000,198
11375.0,211.4463,211.4,211.43,211.5,211.3,1754047920000,266
1953.0,211.3279,211.36,211.25,211.36,211.25,1754047980000,83
1794.0,211.268,211.26,211.26,211.27,211.25,1754048040000,50
703.0,211.3189,211.27,211.34,211.34,211.27,1754048100000,26
4017.0,211.4093,211.34,211.47,211.47,211.34,1754048160000,84
8595.0,211.4639,211.42,211.39,211.5,211.37,1754048220000,146
5721.0,211.4875,211.49,211.47,211.5,211.41,1754048280000,123
4476.0,211.4298,211.48,211.4,211.48,211.4,1754048340000,122
2349.0,211.4588,211.42,211.48,211.48,211.42,1754048400000,90
2857.0,211.4935,211.5,211.5,211.5,211.47,1754048460000,90
6425.0,211.4641,211.43,211.49,211.5,211.41,1754048520000,165
4303.0,211.4202,211.43,211.46,211.46,211.35,1754048580000,154
2306.0,211.4369,211.43,211.43,211.43,211.43,1754048640000,82
1333.0,211.4332,211.42,211.41,211.47,211.4,1754048700000,50
4656.0,211.3753,211.4,211.4,211.4,211.3,1754048760000,108
1428.0,211.3357,211.32,211.31,211.35,211.31,1754048820000,46
1160.0,211.3413,211.34,211.34,211.34,211.34,1754048880000,79
2256.0,211.2745,211.34,211.25,211.34,211.25,1754048940000,82
4349.0,211.2552,211.25,211.25,211.26,211.25,1754049000000,88
2430.0,211.2917,211.26,211.3,211.34,211.25,1754049060000,66
2252.0,211.2755,211.27,211.3,211.3,211.25,1754049120000,65
2742.0,211.3327,211.3,211.37,211.37,211.3,1754049180000,85
603.0,211.3454,211.37,211.31,211.37,211.31,1754049240000,40
440.0,211.313,211.3,211.3,211.3,211.3,1754049300000,24
1654.0,211.3676,211.37,211.38,211.38,211.37,1754049360000,56
2806.0,211.2659,211.3,211.25,211.3,211.25,1754049420000,46
1141.0,211.2761,211.3,211.25,211.3,211.25,1754049480000,40
8841.0,211.2138,211.28,211.081,211.28,211.081,1754049540000,181
297248.0,211.3208,211.0,211.2,212.35,210.0,1754049600000,4984
7853.0,211.4302,211.28,211.26,211.28,211.11,1754049660000,124
13295.0,211.3324,211.05,211.26,211.3,211.05,1754049720000,285
7143.0,211.3241,211.25,211.33,211.3992,211.2001,1754049780000,142
11685.0,211.4104,211.31,211.3707,211.48,211.31,1754049840000,201
5579.0,211.4337,211.45,211.4,211.48,211.37,1754049900000,122
4810.0,211.407,211.4,211.4,211.42,211.4,1754049960000,120
5741.0,211.3938,211.4499,211.37,211.4499,211.37,1754050020000,127
7873.0,211.3364,211.37,211.2991,211.3982,211.2991,1754050080000,211
4217.0,211.2137,211.21,211.22,211.26,211.15,1754050140000,120
5002.0,211.3252,211.28,211.39,211.39,211.17,1754050200000,138
8205.0,211.4675,211.49,211.4997,211.5,211.25,1754050260000,211
1604.0,211.4584,211.47,211.45,211.47,211.45,1754050320000,66
3149.0,211.4745,211.48,211.4891,211.49,211.41,1754050380000,78
4206.0,211.4054,211.4,211.47,211.47,211.35,1754050440000,112
8137.0,211.4087,211.4969,211.4,211.4969,211.39,1754050500000,69
7054.0,211.2721,211.39,211.3897,211.39,211.25,1754050560000,89
3166.0,211.2689,211.39,211.25,211.39,211.25,1754050620000,87
16195.0,210.8592,211.2,211.25,211.25,211.0,1754050680000,183
3201.0,211.2051,211.25,211.25,211.25,211.17,1754050740000,77
5605.0,211.2339,211.22,211.25,211.3,211.2001,1754050800000,100
6588.0,211.2727,211.25,211.25,211.31,211.25,1754050860000,128
1845.0,211.2848,211.2698,211.35,211.35,211.25,1754050920000,69
1689.0,211.315,211.32,211.26,211.37,211.26,1754050980000,84
1107.0,211.2913,211.32,211.27,211.32,211.27,1754051040000,38
15059.0,211.0563,211.2601,211.185,211.2601,211.1,1754051100000,131
4272.0,211.1009,211.11,211.0541,211.11,211.0501,1754051160000,138
8395.0,211.1353,211.08,211.19,211.2,211.07,1754051220000,112
1611.0,211.1242,211.06,211.11,211.2,211.06,1754051280000,36
1604.0,211.1747,211.15,211.1991,211.2,211.1,1754051340000,34
23553.0,210.9216,211.1,210.65,211.1,210.6237,1754051400000,331
15295.0,210.7443,210.65,210.66,210.88,210.65,1754051460000,286
32601.0,210.7031,210.85,210.9,210.95,210.5,1754051520000,401
19620.0,210.7933,210.81,210.56,210.9834,210.53,1754051580000,223
19805.0,210.5772,210.68,210.33,210.8396,210.32,1754051640000,285
9443.0,210.4424,210.44,210.6798,210.69,210.32,1754051700000,167
11751.0,210.8923,210.68,211.0,211.0,210.68,1754051760000,231
22638.0,211.1907,211.05,211.0,211.3197,211.0,1754051820000,385
14239.0,210.9951,210.9401,211.0499,211.05,210.94,1754051880000,159
5336.0,211.0682,211.04,211.08,211.1,211.01,1754051940000,139
10975.0,211.1662,211.15,211.2,211.2,211.08,1754052000000,191
15657.0,211.26,211.28,211.32,211.32,211.1104,1754052060000,191
9763.0,211.3183,211.3,211.36,211.36,211.2,1754052120000,172
11651.0,211.3763,211.25,211.47,211.47,211.25,1754052180000,207
7975.0,211.4289,211.44,211.4,211.47,211.38,1754052240000,159
16054.0,211.3574,211.42,211.33,211.42,211.32,1754052300000,248
8284.0,211.2852,211.3,211.28,211.33,211.26,1754052360000,133
5584.0,211.3206,211.3,211.3001,211.36,211.3,1754052420000,93
7551.0,211.339,211.36,211.3,211.4,211.3,1754052480000,199
7525.0,211.3146,211.3,211.3,211.33,211.3,1754052540000,164
7844.0,211.3055,211.3,211.3,211.32,211.3,1754052600000,160
13790.0,211.3055,211.3,211.25,211.35,211.25,1754052660000,313
5870.0,211.257,211.25,211.25,211.3299,211.25,1754052720000,73
3031.0,211.3058,211.32,211.32,211.32,211.26,1754052780000,94
9241.0,211.2555,211.35,211.26,211.35,211.25,1754052840000,98
5218.0,211.2479,211.25,211.24,211.26,211.23,1754052900000,168
7242.0,211.2101,211.2,211.2,211.26,211.2,1754052960000,174
7981.0,211.244,211.27,211.24,211.3,211.2,1754053020000,186
33559.0,211.3322,211.2,211.2,211.48,211.2,1754053080000,404
6771.0,211.2087,211.2,211.2055,211.25,211.2,1754053140000,143
8896.0,211.1149,211.1,211.18,211.18,211.1,1754053200000,162
10951.0,211.1132,211.18,211.14,211.18,211.1,1754053260000,258
6316.0,211.1818,211.105,211.2,211.27,211.105,1754053320000,131
3824.0,211.2269,211.2,211.24,211.29,211.2,1754053380000,94
7242.0,211.3282,211.23,211.49,211.49,211.2,1754053440000,140
37130.0,211.7287,211.5,211.71,211.95,211.49,1754053500000,641
65833.0,211.9739,211.73,211.98,212.01,211.73,1754053560000,656
31711.0,212.2041,211.97,212.3,212.4,211.95,1754053620000,675
59559.0,212.3621,212.23,212.2,212.55,212.2,1754053680000,598
9611.0,212.251,212.3577,212.32,212.44,212.2,1754053740000,186
34824.0,212.4384,212.3459,212.59,212.59,212.3,1754053800000,486
16960.0,212.5048,212.55,212.44,212.64,212.44,1754053860000,438
28818.0,212.2661,212.4,212.22,212.4804,212.0,1754053920000,602
18609.0,212.028,212.15,212.0999,212.2261,212.0,1754053980000,302
40287.0,212.0699,212.0999,212.0,212.1,212.0,1754054040000,197
10301.0,211.9584,212.0,211.91,212.05,211.8926,1754054100000,193
8767.0,211.9591,211.9,212.0,212.0499,211.9,1754054160000,96
8084.0,211.9774,211.9,211.95,212.0,211.9,1754054220000,73
9194.0,211.732,211.9014,211.8821,211.95,211.88,1754054280000,159
18684.0,211.7157,211.92,211.5101,211.9399,211.5,1754054340000,316
19916.0,211.5218,211.5559,211.5201,211.6,211.5,1754054400000,221
9332.0,211.7304,211.68,211.6111,211.94,211.6,1754054460000,213
7481.0,211.6627,211.72,211.66,211.72,211.61,1754054520000,142
8985.0,211.6554,211.66,211.65,211.75,211.55,1754054580000,187
18097.0,211.4332,211.56,211.171,211.6,211.171,1754054640000,239
71002.0,210.6579,211.06,210.88,211.15,210.27,1754054700000,771
16783.0,210.9243,210.9688,211.0,211.02,210.76,1754054760000,312
12233.0,211.0644,211.07,211.12,211.29,210.9033,1754054820000,186
45507.0,210.9878,211.1699,210.86,211.29,210.86,1754054880000,451
36837.0,210.8558,210.89,210.8,210.95,210.8,1754054940000,378
2192137.0,211.0696,210.865,210.92,212.08,210.2647,1754055000000,29091
1169140.0,211.8916,210.88,213.1512,213.26,210.09,1754055060000,27706
822086.0,212.8155,213.16,212.1297,213.58,211.86,1754055120000,12204
647511.0,211.9179,212.12,211.775,212.58,211.3,1754055180000,8832
496068.0,211.8292,211.73,211.8,212.3,211.41,1754055240000,7447
572589.0,211.5461,211.79,211.21,212.27,210.91,1754055300000,7871
616351.0,210.7992,211.22,211.03,211.2646,210.22,1754055360000,8528
513931.0,210.7431,211.04,210.775,211.08,210.39,1754055420000,7876
456045.0,210.6962,210.775,210.4,211.24,210.12,1754055480000,6927
448919.0,210.3682,210.39,210.175,210.67,210.05,1754055540000,7063
923458.0,209.448,210.165,209.019,210.21,208.87,1754055600000,10988
553910.0,208.8139,208.9944,208.57,209.2285,208.5,1754055660000,7645
564752.0,208.5071,208.57,208.76,208.89,208.2,1754055720000,6989
404265.0,208.7811,208.78,208.86,209.15,208.44,1754055780000,5716
409717.0,208.4299,208.89,208.195,208.93,208.1686,1754055840000,5614
549187.0,208.0085,208.2,208.105,208.46,207.3,1754055900000,8462
303288.0,207.916,208.09,207.92,208.17,207.68,1754055960000,5169
629522.0,207.7707,207.92,207.3192,208.28,207.2,1754056020000,8327
672490.0,207.02,207.3031,207.31,207.34,206.72,1754056080000,9869
446435.0,207.2547,207.2925,207.107,207.59,207.0,1754056140000,6876
425686.0,207.2659,207.1,207.155,207.65,207.01,1754056200000,7147
410698.0,206.8413,207.15,206.72,207.21,206.55,1754056260000,6568
405906.0,206.5363,206.724,206.565,206.74,206.27,1754056320000,6370
328753.0,206.7441,206.58,207.06,207.06,206.44,1754056380000,5149
325382.0,207.1509,207.03,207.31,207.38,206.91,1754056440000,5343
479954.0,207.5356,207.31,207.68,207.69,207.31,1754056500000,6624
434740.0,207.7315,207.67,207.65,207.99,207.49,1754056560000,5845
360474.0,207.4073,207.59,207.5,207.7,207.18,1754056620000,5345
303507.0,207.1566,207.47,206.91,207.47,206.8,1754056680000,4060
235856.0,206.9861,206.88,207.045,207.17,206.74,1754056740000,3367
397679.0,206.6899,207.04,206.469,207.16,206.14,1754056800000,5567
290097.0,206.2904,206.4639,206.14,206.58,206.08,1754056860000,4102
460951.0,205.9468,206.1285,205.845,206.2,205.76,1754056920000,7591
434538.0,205.7454,205.83,205.7199,205.9599,205.52,1754056980000,6385
485434.0,205.963,205.72,206.22,206.39,205.6101,1754057040000,7473
336453.0,206.3411,206.23,206.235,206.6,206.14,1754057100000,5311
279724.0,206.4538,206.23,206.58,206.638,206.14,1754057160000,4012
267895.0,206.6554,206.57,206.26,206.9029,206.24,1754057220000,4130
174169.0,206.4017,206.27,206.6766,206.69,206.17,1754057280000,3105
214781.0,206.8517,206.68,207.0194,207.0996,206.59,1754057340000,3444
271181.0,207.2814,206.99,207.38,207.47,206.93,1754057400000,3543
231250.0,207.1715,207.37,206.9146,207.39,206.88,1754057460000,3594
293074.0,206.7563,206.92,206.76,206.9299,206.57,1754057520000,4269
411944.0,206.7443,206.76,206.645,206.99,206.48,1754057580000,5426
206635.0,206.6093,206.63,206.365,206.79,206.275,1754057640000,3583
437475.0,206.2534,206.365,206.455,206.55,205.9245,1754057700000,6306
285447.0,206.6229,206.455,206.79,206.845,206.45,1754057760000,4603
148888.0,206.6939,206.79,206.6,206.795,206.57,1754057820000,2798
204162.0,206.4885,206.6007,206.2101,206.7,206.2101,1754057880000,3125
293500.0,206.1346,206.22,205.9,206.29,205.86,1754057940000,4173
312717.0,205.8586,205.88,205.9499,206.05,205.67,1754058000000,4386
384716.0,205.5023,205.935,205.1295,205.9899,205.0844,1754058060000,6144
663313.0,204.8373,205.13,204.65,205.17,204.58,1754058120000,11855
329090.0,204.7304,204.66,204.755,204.86,204.58,1754058180000,4887
348183.0,204.7805,204.76,204.98,205.04,204.51,1754058240000,4786
368678.0,204.6857,204.96,204.47,205.01,204.37,1754058300000,4916
379635.0,205.0715,204.47,205.41,205.42,204.46,1754058360000,5533
499777.0,205.1619,205.41,204.96,205.48,204.87,1754058420000,6521
296760.0,205.1218,204.9501,205.02,205.3,204.95,1754058480000,4463
214741.0,205.1425,205.03,205.36,205.3904,204.94,1754058540000,3365
301622.0,205.3653,205.33,205.22,205.55,205.15,1754058600000,5166
235393.0,205.1037,205.2225,205.2126,205.2413,204.96,1754058660000,4918
208090.0,205.3624,205.2101,205.46,205.54,205.2,1754058720000,3123
234539.0,205.5866,205.4744,205.555,205.73,205.405,1754058780000,3156
293836.0,205.3777,205.56,205.08,205.65,205.0101,1754058840000,3714
313205.0,205.1601,205.07,205.245,205.4399,204.91,1754058900000,4133
227146.0,205.189,205.25,205.17,205.3,205.07,1754058960000,2875
230389.0,204.9459,205.1927,204.73,205.2,204.72,1754059020000,3322
249354.0,204.5574,204.736,204.37,204.79,204.37,1754059080000,3643
252251.0,204.4731,204.38,204.536,204.62,204.29,1754059140000,3712
373761.0,204.2246,204.525,203.91,204.66,203.86,1754059200000,6038
294803.0,204.0525,203.91,204.205,204.24,203.79,1754059260000,3924
211004.0,204.0238,204.191,204.03,204.22,203.89,1754059320000,3320
290683.0,203.9051,204.05,203.77,204.12,203.715,1754059380000,3866
193731.0,203.7251,203.78,203.745,203.808,203.62,1754059440000,2920
256680.0,203.9556,203.78,204.095,204.17,203.7596,1754059500000,3793
222653.0,204.0192,204.08,203.98,204.19,203.8492,1754059560000,2832
198537.0,204.0616,203.97,204.15,204.2,203.94,1754059620000,2935
183167.0,204.056,204.1507,204.04,204.18,203.957,1754059680000,3113
182007.0,204.0515,204.0,204.1499,204.24,203.91,1754059740000,3049
175461.0,204.2048,204.13,204.2499,204.34,204.0747,1754059800000,2493
159136.0,204.1476,204.25,204.125,204.37,204.01,1754059860000,2335
162788.0,204.2939,204.115,204.165,204.4308,204.115,1754059920000,2556
128872.0,204.1663,204.17,204.2794,204.28,204.05,1754059980000,2129
141212.0,204.1864,204.28,204.16,204.335,204.0193,1754060040000,2474
131811.0,204.2297,204.145,204.285,204.395,204.11,1754060100000,2007
181205.0,204.2558,204.29,204.15,204.44,204.12,1754060160000,2363
160351.0,204.0953,204.1351,204.0664,204.2199,204.01,1754060220000,2553
163019.0,204.1233,204.05,204.19,204.28,204.01,1754060280000,2249
