v,vw,o,c,h,l,t,n
95504.0,254.5467,254.58,254.5499,254.62,254.47,1758563100000,1459
96536.0,254.3503,254.54,254.225,254.54,254.225,1758563160000,1570
176779.0,254.1449,254.225,254.2787,254.2899,254.0201,1758563220000,2357
80716.0,254.1938,254.28,254.15,254.3185,254.12,1758563280000,1365
78177.0,254.1209,254.15,254.1,254.2,254.01,1758563340000,1130
68855.0,254.0796,254.1,254.06,254.12,254.03,1758563400000,1162
75044.0,253.9678,254.06,253.965,254.065,253.9,1758563460000,1412
76595.0,254.0005,253.97,254.11,254.1399,253.92,1758563520000,1238
56386.0,254.1233,254.1,254.13,254.18,254.05,1758563580000,1082
61574.0,254.1578,254.13,254.2325,254.2588,254.0812,1758563640000,1051
54947.0,254.1105,254.21,254.08,254.23,254.06,1758563700000,1076
52281.0,254.1128,254.0776,254.0605,254.1696,254.06,1758563760000,871
48017.0,254.1027,254.065,254.12,254.1506,254.06,1758563820000,954
72413.0,254.0407,254.11,254.01,254.115,253.98,1758563880000,1081
52813.0,254.0482,254.0,254.1067,254.14,253.97,1758563940000,938
105657.0,254.1519,254.1,254.06,254.24,254.05,1758564000000,1452
87796.0,254.1902,254.0351,254.355,254.37,254.02,1758564060000,1411
138026.0,254.3798,254.355,254.35,254.455,254.2703,1758564120000,1829
82170.0,254.343,254.38,254.45,254.455,254.37,1758564180000,1228
85433.0,254.3705,254.43,254.3844,254.435,254.3305,1758564240000,1161
85288.0,254.4381,254.39,254.47,254.54,254.31,1758564300000,1575
94173.0,254.4261,254.47,254.36,254.5,254.34,1758564360000,1446
65870.0,254.3964,254.35,254.435,254.45,254.31,1758564420000,1113
63286.0,254.5223,254.43,254.59,254.637,254.39,1758564480000,1190
71140.0,254.5905,254.59,254.6,254.66,254.55,1758564540000,1141
69177.0,254.5566,254.6,254.52,254.61,254.48,1758564600000,1133
107378.0,254.6102,254.51,254.65,254.75,254.4806,1758564660000,1406
79005.0,254.7572,254.66,254.755,254.84,254.66,1758564720000,1130
65238.0,254.7565,254.755,254.7313,254.81,254.71,1758564780000,1109
57545.0,254.7128,254.72,254.765,254.78,254.625,1758564840000,973
117928.0,254.8403,254.7614,254.88,254.9299,254.746,1758564900000,1408
85949.0,254.8469,254.8799,254.835,254.9,254.7863,1758564960000,1178
56590.0,254.8172,254.825,254.86,254.86,254.79,1758565020000,1001
56275.0,254.8266,254.84,254.83,254.855,254.79,1758565080000,1036
71098.0,254.7927,254.83,254.73,254.89,254.73,1758565140000,1006
65608.0,254.7221,254.72,254.745,254.765,254.68,1758565200000,1164
37297.0,254.729,254.75,254.71,254.77,254.6844,1758565260000,924
67187.0,254.7289,254.72,254.75,254.79,254.68,1758565320000,1166
61116.0,254.7025,254.75,254.6399,254.77,254.61,1758565380000,1069
57212.0,254.6508,254.635,254.64,254.681,254.61,1758565440000,1129
112749.0,254.8163,254.642,254.85,254.935,254.63,1758565500000,1702
76088.0,254.9027,254.855,254.97,254.99,254.7713,1758565560000,1166
234590.0,255.0251,254.97,255.08,255.1,254.97,1758565620000,3040
108682.0,255.1502,255.08,255.19,255.235,255.08,1758565680000,1581
82242.0,255.1855,255.19,255.245,255.26,255.15,1758565740000,1387
110685.0,255.1302,255.245,255.08,255.245,255.05,1758565800000,1671
120107.0,255.0429,255.08,254.99,255.11,254.97,1758565860000,1531
90299.0,254.9316,254.99,254.8,255.05,254.7901,1758565920000,1512
98510.0,254.7936,254.8,254.7637,254.84,254.7337,1758565980000,1407
84214.0,254.8438,254.7795,254.915,254.9556,254.76,1758566040000,1164
90171.0,255.0165,254.915,255.0787,255.135,254.9087,1758566100000,1411
164840.0,255.2129,255.06,255.36,255.3764,255.06,1758566160000,2079
213284.0,255.486,255.37,255.56,255.6,255.34,1758566220000,2713
144212.0,255.5458,255.589,255.4902,255.621,255.47,1758566280000,1778
136321.0,255.56,255.5061,255.58,255.625,255.49,1758566340000,1555
249244.0,255.6853,255.58,255.71,255.75,255.58,1758566400000,2084
144460.0,255.6486,255.71,255.57,255.77,255.5343,1758566460000,1937
142365.0,255.5312,255.57,255.61,255.64,255.46,1758566520000,1993
194347.0,255.6221,255.61,255.505,255.69,255.47,1758566580000,1506
112660.0,255.3929,255.505,255.385,255.51,255.3,1758566640000,1726
97168.0,255.4793,255.385,255.45,255.55,255.38,1758566700000,1456
67840.0,255.5031,255.465,255.5,255.5816,255.445,1758566760000,1205
124514.0,255.4699,255.49,255.6026,255.619,255.37,1758566820000,1483
120020.0,255.6033,255.62,255.62,255.65,255.5623,1758566880000,1336
119639.0,255.6129,255.615,255.65,255.69,255.56,1758566940000,1485
209273.0,255.6599,255.65,255.59,255.7,255.58,1758567000000,1527
93964.0,255.5994,255.59,255.6411,255.65,255.56,1758567060000,1233
118791.0,255.5101,255.65,255.4,255.65,255.36,1758567120000,1534
123945.0,255.3587,255.4199,255.2272,255.51,255.2272,1758567180000,1529
132424.0,255.2704,255.235,255.37,255.39,255.2,1758567240000,1818
115296.0,255.3984,255.36,255.33,255.46,255.3,1758567300000,1638
119442.0,255.1879,255.3344,255.19,255.355,255.09,1758567360000,1714
72566.0,255.2273,255.225,255.24,255.3,255.18,1758567420000,1152
122977.0,255.2526,255.24,255.26,255.36,255.18,1758567480000,1843
97817.0,255.3716,255.25,255.4,255.429,255.25,1758567540000,1235
95797.0,255.4086,255.4,255.43,255.48,255.34,1758567600000,1260
177063.0,255.5543,255.43,255.54,255.65,255.43,1758567660000,2107
106305.0,255.6071,255.55,255.67,255.68,255.55,1758567720000,1267
178134.0,255.6532,255.67,255.6,255.73,255.56,1758567780000,1964
168376.0,255.5556,255.6,255.45,255.7,255.425,1758567840000,2035
143653.0,255.4997,255.45,255.53,255.56,255.4201,1758567900000,1958
84274.0,255.5774,255.54,255.605,255.67,255.495,1758567960000,1311
113219.0,255.5794,255.6,255.555,255.65,255.49,1758568020000,1439
78094.0,255.5804,255.555,255.62,255.64,255.515,1758568080000,1175
99620.0,255.5372,255.62,255.51,255.62,255.46,1758568140000,1566
113818.0,255.5347,255.52,255.54,255.57,255.48,1758568200000,1428
85881.0,255.434,255.535,255.48,255.56,255.325,1758568260000,1405
184283.0,255.423,255.47,255.4,255.48,255.31,1758568320000,2098
157953.0,255.4981,255.395,255.57,255.62,255.36,1758568380000,1946
109894.0,255.5427,255.55,255.45,255.63,255.43,1758568440000,1474
132358.0,255.5464,255.45,255.57,255.65,255.4,1758568500000,1788
99933.0,255.576,255.5799,255.66,255.66,255.53,1758568560000,1510
177546.0,255.6427,255.65,255.68,255.7,255.59,1758568620000,1982
154856.0,255.7357,255.67,255.755,255.825,255.65,1758568680000,1968
83139.0,255.7419,255.75,255.78,255.79,255.7136,1758568740000,1305
111630.0,255.7712,255.78,255.77,255.83,255.715,1758568800000,1712
187373.0,255.8963,255.775,255.98,255.98,255.775,1758568860000,2605
285315.0,255.9235,255.97,255.815,256.06,255.76,1758568920000,4390
185287.0,255.7451,255.8106,255.6999,255.86,255.63,1758568980000,2304
134774.0,255.8119,255.7,255.8493,255.8702,255.7,1758569040000,1828
134212.0,255.8118,255.8499,255.7299,255.93,255.7,1758569100000,1926
449168.0,255.7614,255.73,255.8,255.82,255.72,1758569160000,1545
126685.0,255.7533,255.8,255.64,255.87,255.64,1758569220000,1884
109378.0,255.7066,255.645,255.73,255.7547,255.64,1758569280000,1670
113717.0,255.7501,255.73,255.79,255.7907,255.6701,1758569340000,1632
152901.0,255.892,255.8,255.895,255.98,255.8,1758569400000,2100
168609.0,255.8821,255.89,255.97,255.99,255.77,1758569460000,2353
216904.0,255.965,255.97,256.0,256.005,255.91,1758569520000,2594
197612.0,255.9711,256.0,255.92,256.04,255.9,1758569580000,2689
135713.0,255.8946,255.9397,255.8453,255.95,255.845,1758569640000,1870
133551.0,255.8167,255.855,255.787,255.86,255.75,1758569700000,2057
173372.0,255.7843,255.79,255.91,255.91,255.735,1758569760000,2359
171964.0,255.9615,255.895,255.87,256.04,255.87,1758569820000,2184
137438.0,255.8242,255.865,255.79,255.88,255.775,1758569880000,1741
186937.0,255.8013,255.78,255.845,255.89,255.74,1758569940000,2429
155802.0,255.9255,255.84,255.9317,255.99,255.82,1758570000000,2145
162063.0,255.8171,255.93,255.78,255.93,255.73,1758570060000,2230
189018.0,255.7441,255.8,255.6601,255.8301,255.65,1758570120000,2666
119525.0,255.7168,255.64,255.81,255.81,255.615,1758570180000,1687
125685.0,255.816,255.795,255.83,255.88,255.76,1758570240000,1893
137186.0,255.8742,255.82,255.91,255.94,255.7719,1758570300000,1802
213468.0,255.9236,255.91,255.965,256.01,255.85,1758570360000,2205
172427.0,255.91,255.96,255.99,256.0099,255.84,1758570420000,2540
166261.0,255.9897,255.99,255.98,256.04,255.94,1758570480000,2087
157720.0,256.0352,255.9701,256.05,256.11,255.9701,1758570540000,2096
333726.0,256.0021,256.04,256.085,256.12,255.885,1758570600000,4204
383030.0,255.9434,256.085,256.04,256.09,255.51,1758570660000,4763
342067.0,255.9984,256.04,256.11,256.14,255.32,1758570720000,4317
315936.0,256.0142,256.11,256.0,256.12,255.97,1758570780000,3855
510397.0,256.0278,256.01,256.16,256.2299,255.89,1758570840000,5829
672872.0,256.0096,256.18,255.98,256.18,255.94,1758570900000,8159
406853.0,255.9174,255.975,255.955,255.985,255.855,1758570960000,4193
597865.0,256.0016,255.955,256.045,256.07,255.93,1758571020000,5445
763717.0,256.1297,256.045,256.14,256.19,256.0,1758571080000,7415
1492975.0,256.1803,256.13,256.09,256.26,256.08,1758571140000,14331
376983.0,256.0808,256.08,256.1562,256.18,256.08,1758571200000,177
9811.0,256.1064,256.13,256.09,256.15,256.08,1758571260000,90
13732.0,256.0786,256.08,256.02,256.1,256.01,1758571320000,109
2681.0,256.0913,256.08,256.0825,256.1,256.08,1758571380000,97
3751.0,256.1195,256.1,256.14,256.17,256.09,1758571440000,103
447607.0,256.0809,256.14,256.14,256.17,256.08,1758571500000,95
8176.0,256.1211,256.15,256.2092,256.2092,256.08,1758571560000,37
2885.0,256.1767,256.18,256.18,256.18,256.18,1758571620000,59
13120.0,256.3201,256.19,256.36,256.39,256.19,1758571680000,236
16055.0,256.4476,256.4526,256.4002,256.49,256.36,1758571740000,245
12627.0,256.4123,256.45,256.36,256.46,256.36,1758571800000,169
8654.0,256.3683,256.37,256.3607,256.38,256.36,1758571860000,101
22235.0,256.1653,256.08,256.38,256.38,256.08,1758571920000,87
7342.0,256.2935,256.38,256.28,256.38,256.25,1758571980000,85
5829.0,256.2733,256.27,256.23,256.34,256.23,1758572040000,145
8634.0,256.2302,256.23,256.2,256.26,256.2,1758572100000,84
4372.0,256.2497,256.2,256.25,256.3,256.2,1758572160000,56
769.0,256.2622,256.25,256.25,256.2516,256.25,1758572220000,35
1369.0,256.2663,256.3,256.25,256.3,256.25,1758572280000,41
5771.0,256.2624,256.3,256.35,256.35,256.1942,1758572340000,83
465.0,256.3143,256.35,256.35,256.35,256.35,1758572400000,24
1642.0,256.3162,256.34,256.31,256.35,256.29,1758572460000,74
5196.0,256.3229,256.31,256.31,256.35,256.31,1758572520000,55
3107.0,256.3034,256.3488,256.29,256.3488,256.29,1758572580000,49
3188.0,256.3265,256.3298,256.32,256.35,256.32,1758572640000,60
4856.0,256.322,256.35,256.3,256.35,256.3,1758572700000,51
4194.0,256.2652,256.29,256.25,256.3,256.25,1758572760000,50
11559.0,256.1503,256.23,256.08,256.23,256.08,1758572820000,116
1400.0,256.124,256.15,256.11,256.15,256.11,1758572880000,37
3682.0,256.1248,256.2,256.18,256.2,256.0801,1758572940000,39
1813.0,256.1408,256.12,256.1601,256.18,256.12,1758573000000,31
1701.0,256.1545,256.1797,256.0924,256.1797,256.0924,1758573060000,52
1945.0,256.1213,256.18,256.0907,256.18,256.0907,1758573120000,37
490.0,256.1286,256.1001,256.18,256.18,256.1001,1758573180000,21
1106.0,256.1482,256.13,256.18,256.18,256.1006,1758573240000,37
215.0,256.1489,256.15,256.15,256.15,256.15,1758573300000,15
1376.0,256.1555,256.15,256.15,256.1799,256.15,1758573360000,28
8148.0,256.2054,256.18,256.2515,256.2515,256.15,1758573420000,123
493.0,256.2607,256.2796,256.2796,256.2796,256.2796,1758573480000,48
1093.0,256.2527,256.25,256.2503,256.2503,256.25,1758573540000,24
2363.0,256.2576,256.25,256.26,256.26,256.25,1758573600000,41
3136.0,256.258,256.25,256.26,256.26,256.25,1758573660000,29
2924.0,256.2646,256.2693,256.2501,256.27,256.25,1758573720000,59
3537.0,256.2767,256.25,256.3,256.3,256.25,1758573780000,81
10327.0,256.3315,256.3,256.3,256.35,256.3,1758573840000,99
1369.0,256.2583,256.25,256.25,256.25,256.25,1758573900000,45
3450.0,256.3002,256.26,256.34,256.34,256.26,1758573960000,53
7995.0,256.3596,256.35,256.2638,256.38,256.2638,1758574020000,56
1696.0,256.3784,256.38,256.4,256.4,256.37,1758574080000,63
388.0,256.2662,256.08,256.08,256.08,256.08,1758574200000,26
2239.0,256.3615,256.08,256.4,256.4,256.08,1758574260000,64
16909.0,256.483,256.42,256.54,256.54,256.42,1758574320000,233
2919.0,256.5377,256.472,256.59,256.6,256.472,1758574380000,82
1318.0,256.5506,256.55,256.58,256.58,256.51,1758574440000,55
3653.0,256.5229,256.55,256.5101,256.55,256.51,1758574500000,55
1149.0,256.5395,256.58,256.51,256.58,256.51,1758574560000,38
1399.0,256.5065,256.54,256.5001,256.54,256.5,1758574620000,48
6703.0,256.4808,256.51,256.46,256.51,256.46,1758574680000,91
385.0,256.3865,256.4,256.4,256.4,256.4,1758574740000,25
1013.0,257.7605,256.4,256.45,256.45,256.35,1758574860000,50
307.0,256.4093,256.4,256.4,256.4,256.4,1758574920000,22
674.0,256.4452,256.4,256.46,256.46,256.4,1758574980000,27
1291.0,256.4556,256.44,256.49,256.49,256.44,1758575040000,38
605.0,256.4573,256.45,256.45,256.45,256.45,1758575100000,31
1265.0,256.451,256.45,256.45,256.45,256.45,1758575160000,27
2090.0,256.4715,256.45,256.47,256.49,256.45,1758575220000,59
301.0,256.4761,256.48,256.48,256.48,256.48,1758575280000,24
1075.0,256.4869,256.49,256.49,256.49,256.49,1758575340000,32
578.0,256.4466,256.45,256.44,256.45,256.44,1758575400000,32
770.0,256.4573,256.49,256.46,256.49,256.46,1758575460000,33
588.0,256.4644,256.44,256.44,256.44,256.44,1758575640000,38
3035.0,256.4898,256.4801,256.51,256.51,256.4801,1758575700000,80
871.0,256.4715,256.45,256.52,256.52,256.45,1758575760000,37
1547.0,256.5114,256.5,256.52,256.52,256.5,1758575820000,59
1361.0,256.5054,256.5001,256.48,256.52,256.48,1758575880000,57
1208.0,256.5409,256.55,256.55,256.55,256.55,1758575940000,21
925.0,256.5196,256.5,256.55,256.55,256.5,1758576000000,50
424.0,256.517,256.5001,256.53,256.53,256.5001,1758576060000,29
769.0,256.528,256.54,256.52,256.54,256.52,1758576120000,23
527.0,256.4896,256.5,256.5,256.5,256.5,1758576180000,50
626.0,256.468,256.4601,256.4603,256.4603,256.4601,1758576240000,23
2138.0,256.9516,256.08,256.46,256.5,256.08,1758576300000,35
240.0,256.4796,256.49,256.49,256.49,256.49,1758576360000,16
1255.0,256.4964,256.48,256.5399,256.5399,256.46,1758576420000,51
1214.0,256.5223,256.5,256.54,256.54,256.5,1758576480000,47
689.0,256.5395,256.54,256.55,256.55,256.54,1758576540000,40
1363.0,256.5458,256.55,256.55,256.55,256.54,1758576600000,64
625.0,256.5354,256.55,256.5205,256.55,256.5205,1758576660000,25
5001.0,256.4421,256.5,256.4,256.5,256.4,1758576780000,82
938.0,256.401,256.4,256.4,256.4,256.4,1758576840000,19
1076.0,256.4083,256.45,256.3823,256.45,256.3823,1758576900000,25
1083.0,256.4087,256.44,256.41,256.44,256.41,1758576960000,18
56127.0,256.0817,256.38,256.38,256.38,256.38,1758577020000,28
1716.0,256.3883,256.4,256.41,256.44,256.3801,1758577080000,34
972.0,256.3912,256.4075,256.35,256.4075,256.35,1758577140000,29
1127.0,256.3547,256.3513,256.3513,256.3513,256.3513,1758577200000,25
782.0,256.3677,256.35,256.35,256.35,256.35,1758577260000,37
989.0,256.4036,256.4075,256.4,256.4075,256.4,1758577320000,33
993.0,256.3741,256.38,256.36,256.38,256.36,1758577380000,36
526.0,256.3633,256.36,256.36,256.36,256.36,1758577440000,24
780.0,256.3636,256.3601,256.36,256.3601,256.36,1758577500000,15
1707.0,256.3981,256.41,256.4099,256.41,256.3605,1758577560000,36
492.0,256.3782,256.38,256.38,256.38,256.38,1758577620000,31
285.0,256.3793,256.37,256.37,256.37,256.37,1758577680000,27
1134.0,256.3806,256.36,256.37,256.4,256.36,1758577740000,43
2351.0,256.359,256.36,256.3592,256.37,256.35,1758577800000,41
1230.0,256.359,256.3597,256.3587,256.36,256.3587,1758577860000,35
401.0,256.3317,256.35,256.3025,256.35,256.3025,1758577920000,26
77413.0,256.0846,256.36,256.08,256.36,256.08,1758577980000,28
1092.0,256.3008,256.3,256.3,256.3,256.3,1758578040000,20
554.0,256.317,256.3382,256.3,256.3382,256.2961,1758578100000,23
2199.0,256.2828,256.34,256.27,256.34,256.27,1758578160000,39
1602.0,256.3279,256.3597,256.36,256.36,256.3,1758578220000,25
1907.0,256.3549,256.31,256.41,256.41,256.31,1758578280000,57
1386.0,256.4216,256.43,256.4201,256.43,256.42,1758578340000,25
13277.0,256.3708,256.42,256.4073,256.42,256.25,1758578400000,118
2812.0,256.4073,256.4194,256.4194,256.4194,256.4194,1758578460000,35
1417.0,256.4157,256.4199,256.42,256.42,256.4105,1758578520000,32
2190.0,256.3736,256.35,256.4037,256.4037,256.35,1758578580000,32
1293.0,256.3271,256.2701,256.2803,256.35,256.2701,1758578640000,33
953.0,256.322,256.3117,256.33,256.35,256.3117,1758578700000,31
1078.0,256.3389,256.35,256.3485,256.35,256.3437,1758578760000,48
807.0,256.3383,256.33,256.3475,256.3488,256.33,1758578820000,31
2746.0,256.3223,256.3101,256.31,256.35,256.31,1758578880000,52
2384.0,256.3637,256.31,256.4167,256.4167,256.31,1758578940000,48
2373.0,256.3249,256.41,256.31,256.41,256.31,1758579000000,55
1982.0,256.3683,256.31,256.4155,256.4155,256.31,1758579060000,28
1296.0,256.3213,256.31,256.32,256.33,256.31,1758579120000,35
539.0,256.3366,256.34,256.3246,256.34,256.3246,1758579240000,22
237.0,256.3576,256.36,256.36,256.36,256.36,1758579300000,24
1104.0,256.3615,256.3725,256.38,256.38,256.32,1758579360000,56
1250.0,256.3122,256.3101,256.3101,256.3101,256.3101,1758579420000,17
2100.0,256.316,256.32,256.31,256.32,256.31,1758579480000,36
981.0,256.3365,256.32,256.37,256.37,256.32,1758579540000,24
1134.0,256.3529,256.35,256.3501,256.3501,256.35,1758579600000,24
1918.0,256.3309,256.35,256.31,256.35,256.31,1758579660000,42
1261.0,256.3279,256.37,256.31,256.3795,256.31,1758579720000,39
796.0,256.3333,256.3494,256.33,256.3494,256.33,1758579780000,37
1775.0,256.3166,256.31,256.34,256.34,256.31,1758579840000,47
411.0,256.3116,256.33,256.31,256.33,256.31,1758579900000,22
276.0,256.3139,256.351,256.351,256.351,256.351,1758579960000,21
354.0,256.3524,256.36,256.36,256.36,256.36,1758580080000,20
1218.0,256.2969,256.3,256.31,256.34,256.28,1758580140000,32
1026.0,256.293,256.3,256.27,256.3,256.27,1758580200000,27
2090.0,256.267,256.2725,256.25,256.29,256.25,1758580260000,45
785.0,256.2539,256.2504,256.2504,256.2504,256.2504,1758580320000,30
636.0,256.2538,256.26,256.26,256.26,256.26,1758580380000,31
1567.0,256.2686,256.28,256.26,256.28,256.25,1758580440000,39
904.0,256.2579,256.26,256.26,256.26,256.25,1758580500000,35
1185.0,256.259,256.3,256.2504,256.3,256.25,1758580560000,42
4817.0,256.2518,256.26,256.2542,256.26,256.2499,1758580620000,29
772.0,256.2478,256.25,256.2305,256.25,256.2305,1758580680000,26
507.0,256.2782,256.25,256.2999,256.3,256.25,1758580740000,27
797.0,256.2462,256.26,256.23,256.26,256.23,1758580860000,38
425.0,256.2251,256.21,256.21,256.21,256.21,1758580920000,32
325.0,256.2258,256.2147,256.2147,256.2147,256.2147,1758580980000,26
587.0,256.2342,256.25,256.23,256.25,256.23,1758581040000,25
782.0,256.2127,256.2101,256.21,256.23,256.21,1758581160000,19
828.0,256.2128,256.21,256.21,256.22,256.21,1758581220000,24
498.0,256.229,256.24,256.24,256.24,256.24,1758581280000,37
424.0,256.223,256.21,256.2101,256.2101,256.21,1758581340000,20
1580.0,256.2344,256.23,256.2499,256.25,256.21,1758581460000,55
504.0,256.2457,256.25,256.2475,256.25,256.2475,1758581520000,26
343.0,256.2516,256.2501,256.2501,256.2501,256.2501,1758581580000,31
377.0,256.2574,256.27,256.27,256.27,256.27,1758581760000,24
623.0,256.2728,256.28,256.27,256.28,256.27,1758581880000,23
658.0,256.2518,256.27,256.27,256.27,256.27,1758581940000,27
465.0,256.2393,256.23,256.23,256.23,256.23,1758582000000,21
319.0,256.2603,256.25,256.28,256.28,256.25,1758582060000,19
1105.0,256.2781,256.28,256.28,256.28,256.2737,1758582120000,16
801.0,256.2475,256.2313,256.2313,256.2313,256.2313,1758582360000,37
440.0,256.2393,256.23,256.23,256.23,256.23,1758582420000,23
281.0,256.2476,256.25,256.25,256.25,256.25,1758582480000,18
251.0,256.2525,256.246,256.246,256.246,256.246,1758582600000,19
1674.0,256.2663,256.27,256.26,256.28,256.26,1758582840000,39
1430.0,256.2889,256.2899,256.29,256.29,256.28,1758583080000,11
390.0,256.2812,256.28,256.28,256.28,256.28,1758583200000,14
272.0,256.2772,256.28,256.28,256.28,256.28,1758583260000,16
873.0,256.2748,256.2795,256.27,256.28,256.27,1758583320000,26
484.0,256.2596,256.26,256.26,256.26,256.26,1758583380000,18
1154.0,256.2485,256.255,256.24,256.255,256.24,1758583440000,19
841.0,256.2599,256.26,256.26,256.26,256.26,1758583500000,27
419.0,256.2679,256.29,256.29,256.29,256.29,1758583560000,26
384.0,256.2523,256.24,256.27,256.27,256.24,1758583620000,20
536.0,256.2788,256.28,256.28,256.28,256.28,1758583680000,18
497.0,256.2632,256.28,256.28,256.28,256.28,1758583800000,18
1542.0,256.2818,256.28,256.28,256.29,256.2799,1758583860000,38
428.0,256.2916,256.3,256.3,256.3,256.3,1758583920000,19
3698.0,256.3013,256.2992,256.3,256.3,256.2992,1758584040000,68
389.0,256.3642,256.38,256.38,256.38,256.38,1758584100000,38
2348.0,256.3175,256.36,256.3,256.36,256.3,1758584160000,32
1348.0,256.3791,256.38,256.38,256.38,256.3791,1758584220000,24
812.0,256.3771,256.38,256.38,256.38,256.3793,1758584280000,18
1417.0,256.3317,256.36,256.37,256.37,256.31,1758584340000,21
1421.0,256.3662,256.38,256.4,256.4,256.3028,1758584400000,33
253.0,256.3773,256.39,256.39,256.39,256.39,1758584580000,18
1654.0,256.3807,256.39,256.4,256.4,256.34,1758584640000,37
1697.0,256.3992,256.3997,256.4,256.4,256.3991,1758584700000,32
835.0,256.3937,256.39,256.39,256.39,256.39,1758584760000,25
1454.0,256.397,256.38,256.4,256.4,256.38,1758584820000,18
1712.0,256.3926,256.4,256.3995,256.4,256.3801,1758584880000,29
993.0,256.3849,256.3808,256.38,256.3808,256.38,1758584940000,19
589.0,256.3898,256.38,256.38,256.4,256.38,1758585000000,15
2101.0,256.3979,256.4,256.3997,256.4,256.3996,1758585060000,21
1511.0,256.3962,256.3806,256.4,256.4,256.3806,1758585120000,25
787.0,256.4096,256.41,256.4198,256.4198,256.41,1758585180000,16
2280.0,256.4147,256.42,256.42,256.42,256.41,1758585240000,21
5856.0,256.4191,256.4,256.4391,256.4391,256.4,1758585300000,49
1983.0,256.4368,256.4203,256.44,256.44,256.4203,1758585360000,28
4079.0,256.4199,256.42,256.4,256.44,256.4,1758585420000,38
2089.0,256.436,256.44,256.4212,256.45,256.4212,1758585480000,31
4740.0,256.4074,256.45,256.45,256.45,256.3,1758585540000,57
4571.0,256.47,256.68,256.38,256.68,256.36,1758614400000,171
2034.0,256.3622,256.38,256.38,256.38,256.38,1758614460000,120
3242.0,256.4327,256.3,256.5,256.5,256.3,1758614520000,189
3683.0,256.3253,256.38,256.3,256.38,256.28,1758614580000,197
2593.0,256.2375,256.28,256.2,256.29,256.2,1758614640000,131
2754.0,256.2092,256.2,256.22,256.22,256.2,1758614700000,77
4746.0,256.1865,256.25,256.24,256.29,256.1,1758614760000,115
1398.0,256.1606,256.16,256.12,256.16,256.12,1758614820000,60
803.0,256.1924,256.2,256.2,256.2,256.2,1758614940000,42
351.0,256.1177,256.11,256.11,256.11,256.11,1758615000000,24
849.0,256.1216,256.12,256.12,256.12,256.12,1758615060000,27
3283.0,256.118,256.1,256.12,256.14,256.1,1758615120000,85
730.0,256.1845,256.16,256.16,256.16,256.16,1758615240000,37
590.0,256.2606,256.25,256.25,256.25,256.25,1758615720000,34
1790.0,256.2365,256.25,256.28,256.28,256.22,1758615780000,67
416.0,256.3885,256.39,256.39,256.39,256.39,1758615900000,14
491.0,256.3326,256.35,256.32,256.35,256.32,1758615960000,22
417.0,256.3283,256.31,256.31,256.31,256.31,1758616020000,20
2622.0,256.3909,256.4,256.42,256.42,256.35,1758616080000,74
845.0,256.3598,256.42,256.32,256.42,256.32,1758616140000,27
1481.0,256.2589,256.3,256.25,256.3,256.25,1758616200000,81
1015.0,256.1211,256.1,256.1,256.1,256.1,1758616320000,51
1950.0,256.2026,256.16,256.26,256.26,256.16,1758616380000,51
736.0,256.1371,256.13,256.13,256.13,256.13,1758616500000,29
450.0,256.1564,256.11,256.11,256.11,256.11,1758616560000,29
459.0,256.1718,256.12,256.12,256.12,256.12,1758616620000,20
346.0,256.1173,256.11,256.11,256.11,256.11,1758616680000,13
2765.0,256.1761,256.1,256.25,256.25,256.05,1758616740000,152
467.0,256.1231,256.11,256.13,256.13,256.11,1758616800000,20
1913.0,256.0935,256.18,256.03,256.18,256.03,1758616860000,59
489.0,256.0337,256.04,256.04,256.04,256.04,1758617040000,28
6510.0,255.9585,256.03,255.83,256.03,255.83,1758617100000,198
301.0,255.8684,255.87,255.87,255.87,255.87,1758617160000,22
597.0,255.8313,255.83,255.83,255.83,255.83,1758617340000,26
2216.0,255.803,255.81,255.8,255.83,255.78,1758617400000,64
1184.0,255.8053,255.83,255.8,255.83,255.8,1758617520000,40
2930.0,255.749,255.79,255.69,255.8,255.69,1758617580000,42
425.0,255.6808,255.67,255.67,255.67,255.67,1758617640000,23
841.0,255.6817,255.7,255.7,255.7,255.7,1758617760000,30
745.0,255.6067,255.63,255.6,255.63,255.6,1758617820000,27
3401.0,255.5162,255.59,255.44,255.59,255.44,1758617880000,76
5518.0,255.2503,255.4,255.1,255.44,255.09,1758617940000,137
3067.0,255.1037,255.05,255.18,255.18,255.04,1758618000000,69
2243.0,255.2785,255.28,255.26,255.28,255.26,1758618060000,46
1634.0,255.3546,255.3,255.3,255.3,255.3,1758618120000,70
2787.0,255.528,255.48,255.54,255.6,255.48,1758618180000,65
610.0,255.4322,255.45,255.42,255.45,255.42,1758618240000,23
1493.0,255.3459,255.32,255.31,255.32,255.31,1758618300000,63
456.0,255.3434,255.4,255.4,255.4,255.4,1758618360000,23
1504.0,255.323,255.37,255.28,255.37,255.28,1758618540000,64
2546.0,254.9979,255.05,254.94,255.05,254.94,1758618660000,145
3221.0,254.9605,254.96,254.96,254.98,254.94,1758618720000,73
2890.0,255.133,255.03,255.27,255.27,255.02,1758618780000,102
849.0,255.2266,255.27,255.21,255.27,255.21,1758618840000,26
626.0,255.2523,255.25,255.25,255.25,255.25,1758619260000,31
1161.0,255.3033,255.3,255.35,255.35,255.3,1758619500000,42
208.0,255.2369,255.2,255.2,255.2,255.2,1758619680000,18
