damage,alignment,num_units,street_no,crash_hour,crash_type,crash_month,report_type,road_defect,street_name,hit_and_run_i,injuries_fatal,injuries_total,work_zone_type,trafficway_type,device_condition,first_crash_type,injuries_unknown,street_direction,crash_day_of_week,weather_condition,beat_of_occurrence,lighting_condition,most_severe_injury,posted_speed_limit,roadway_surface_cond,injuries_no_indication,intersection_related_i,sec_contributory_cause,traffic_control_device,injuries_incapacitating,prim_contributory_cause,injuries_non_incapacitating,injuries_reported_not_evident
2,3,3.0,3,12,0,11,2,1,501,1,0.0,1.0,,15,1,10,0.0,3,5,1,1654,3,4,25,0,2.0,1,17,1,0.0,22,0.0,1.0
2,3,2.0,4660,20,1,12,2,1,390,1,0.0,0.0,,2,2,10,0.0,2,4,1,215,1,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,895,10,0,12,2,1,501,1,0.0,0.0,,8,1,16,0.0,3,6,1,1654,3,2,30,0,2.0,1,24,13,0.0,33,0.0,0.0
1,3,2.0,2812,19,0,12,2,1,380,1,0.0,0.0,,2,1,16,0.0,1,3,1,1412,1,2,30,0,2.0,1,24,13,0.0,25,0.0,0.0
2,3,2.0,102,19,1,11,2,1,348,1,0.0,0.0,,3,2,10,0.0,3,6,1,1654,1,2,35,0,2.0,1,24,3,0.0,19,0.0,0.0
1,3,2.0,10200,17,1,12,1,1,143,1,0.0,0.0,,12,2,15,0.0,3,4,1,1654,1,2,25,0,2.0,1,16,3,0.0,22,0.0,0.0
1,3,2.0,1,21,1,9,1,1,600,1,0.0,0.0,,10,1,15,0.0,3,3,1,1651,1,2,25,0,2.0,1,15,13,0.0,16,0.0,0.0
0,3,2.0,13000,9,1,12,2,1,166,1,0.0,0.0,,8,2,7,0.0,2,7,1,433,3,2,40,0,1.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,502,1,1,12,2,1,501,1,0.0,0.0,,12,2,13,0.0,3,4,1,1653,1,2,10,0,2.0,1,31,3,0.0,33,0.0,0.0
2,2,1.0,3499,15,0,10,2,1,105,1,0.0,0.0,,3,2,2,0.0,0,1,6,424,3,2,35,5,1.0,1,24,3,0.0,36,0.0,0.0
1,3,2.0,5149,16,1,10,2,1,126,1,0.0,0.0,,8,2,16,0.0,2,1,1,815,3,2,30,0,3.0,1,24,3,0.0,25,0.0,0.0
2,3,2.0,1835,10,1,10,2,1,449,1,0.0,0.0,,0,2,7,0.0,2,7,1,1235,3,2,15,0,1.0,1,31,3,0.0,33,0.0,0.0
0,3,2.0,1,15,1,10,2,1,512,1,0.0,0.0,,12,1,7,0.0,3,5,1,1654,3,2,10,0,1.0,1,31,3,0.0,33,0.0,0.0
0,3,2.0,412,21,1,10,2,1,501,1,0.0,0.0,,10,2,7,0.0,3,5,1,1654,1,2,15,0,1.0,1,24,3,0.0,23,0.0,0.0
2,4,1.0,6700,13,0,10,2,1,201,0,0.0,0.0,,3,2,2,0.0,2,4,1,322,3,2,45,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,537,5,1,11,2,1,501,1,0.0,0.0,,12,2,11,0.0,3,4,1,1654,1,2,15,4,2.0,1,31,3,0.0,35,0.0,0.0
2,3,2.0,10000,21,1,11,1,1,143,1,0.0,0.0,,10,2,10,0.0,3,4,6,1654,1,2,5,5,2.0,1,31,3,0.0,19,0.0,0.0
2,3,2.0,10200,19,0,12,2,1,143,1,0.0,1.0,,6,1,16,0.0,3,7,6,1654,1,3,10,5,1.0,1,10,14,0.0,18,1.0,0.0
2,3,2.0,2,20,1,12,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,5,1,1652,1,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
1,3,2.0,10000,19,1,12,1,1,143,1,0.0,0.0,,10,2,14,0.0,3,1,1,1654,1,2,20,0,2.0,1,24,3,0.0,21,0.0,0.0
2,3,2.0,3,0,1,12,2,5,600,1,0.0,0.0,,10,2,15,0.0,3,3,1,1653,1,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,3,6,1,12,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,3,1,1653,1,2,20,0,3.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,530,20,0,11,1,1,215,1,0.0,0.0,,8,1,16,0.0,1,4,1,1834,1,2,25,0,2.0,1,16,14,0.0,19,0.0,0.0
2,3,2.0,162,19,0,11,2,1,155,1,0.0,2.0,,11,2,15,0.0,1,1,6,1654,1,3,25,5,2.0,1,10,3,0.0,18,2.0,0.0
2,3,2.0,5,12,1,11,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,7,2,1655,3,2,35,0,5.0,1,24,3,0.0,33,0.0,0.0
0,3,2.0,530,18,0,9,2,1,215,1,0.0,1.0,,8,5,9,0.0,1,7,10,1834,4,3,30,5,1.0,1,24,14,0.0,18,1.0,0.0
2,2,2.0,2,12,0,12,2,1,600,1,0.0,1.0,,11,2,7,0.0,3,5,6,1652,3,4,20,5,1.0,1,24,3,0.0,25,0.0,1.0
2,4,2.0,7900,3,1,11,2,6,201,1,0.0,0.0,,3,2,10,0.0,2,5,1,411,1,2,55,0,2.0,1,24,3,0.0,19,0.0,0.0
2,3,1.0,830,17,0,10,2,1,501,1,0.0,0.0,,15,1,2,0.0,3,4,1,1654,3,2,20,0,1.0,1,10,14,0.0,17,0.0,0.0
2,3,2.0,340,21,1,9,1,1,178,1,0.0,0.0,,12,2,0,0.0,2,6,1,1124,2,2,5,0,2.0,1,26,3,0.0,21,0.0,0.0
2,3,2.0,801,23,1,10,1,1,135,1,0.0,0.0,,2,1,16,0.0,2,7,6,1513,1,2,30,5,2.0,1,24,14,0.0,33,0.0,0.0
2,2,2.0,8801,6,1,9,2,1,200,1,0.0,0.0,,3,1,15,0.0,2,3,1,423,3,2,10,0,2.0,1,21,5,0.0,22,0.0,0.0
1,2,2.0,4900,21,1,10,2,5,632,1,0.0,0.0,,11,5,0,0.0,2,5,10,923,5,2,30,4,4.0,1,24,15,0.0,33,0.0,0.0
2,3,3.0,524,12,0,10,2,1,501,1,0.0,1.0,,11,2,7,0.0,3,7,1,1654,3,3,15,0,0.0,1,24,3,0.0,33,1.0,0.0
2,4,1.0,3000,23,0,9,2,1,237,1,0.0,0.0,,3,2,5,0.0,2,2,1,914,1,2,45,0,1.0,1,24,3,0.0,26,0.0,0.0
1,3,2.0,8800,19,1,9,1,1,201,1,0.0,0.0,,3,1,11,0.0,2,6,1,412,1,2,10,0,2.0,1,24,5,0.0,21,0.0,0.0
2,0,2.0,3,17,1,10,2,1,600,1,0.0,0.0,,7,4,15,0.0,3,5,6,1653,4,2,20,5,4.0,1,15,3,0.0,17,0.0,0.0
2,3,2.0,1,11,1,11,2,1,514,1,0.0,0.0,,12,2,7,0.0,3,4,1,1654,2,2,20,0,1.0,1,10,3,0.0,19,0.0,0.0
2,3,1.0,7801,13,0,9,2,1,588,1,1.0,1.0,,10,2,2,0.0,2,4,1,623,3,0,30,0,0.0,1,24,3,0.0,25,0.0,0.0
0,3,2.0,616,15,1,10,1,1,501,1,0.0,0.0,,3,1,10,0.0,3,5,1,1654,3,2,30,0,2.0,1,31,14,0.0,19,0.0,0.0
2,2,3.0,1,17,1,10,2,1,600,1,0.0,0.0,,11,2,7,0.0,3,3,1,1651,3,2,20,0,5.0,1,16,3,0.0,23,0.0,0.0
2,0,1.0,6400,2,0,10,2,1,200,1,0.0,0.0,,13,2,2,0.0,2,2,1,312,1,2,40,5,1.0,1,32,3,0.0,17,0.0,0.0
1,5,2.0,9000,7,1,10,1,1,151,1,0.0,0.0,,8,2,10,0.0,3,3,9,1631,3,2,30,5,2.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,3,19,1,9,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,6,1,1653,1,2,20,0,3.0,1,31,3,0.0,22,0.0,0.0
2,3,2.0,10400,17,0,10,2,1,201,1,0.0,2.0,,3,2,10,0.0,2,4,1,432,4,4,45,0,4.0,1,15,3,0.0,35,0.0,2.0
2,3,2.0,699,14,1,9,1,1,219,1,0.0,0.0,,8,1,10,0.0,3,5,1,124,3,2,30,0,2.0,1,24,14,0.0,19,0.0,0.0
2,3,2.0,8900,16,0,10,2,5,214,1,0.0,0.0,,6,1,0,0.0,2,1,1,423,3,2,30,0,2.0,1,15,14,0.0,8,0.0,0.0
2,3,2.0,10401,15,0,9,2,5,253,1,0.0,1.0,,8,5,3,0.0,2,6,1,434,3,3,25,0,1.0,1,24,15,0.0,25,1.0,0.0
2,3,2.0,6324,20,1,10,1,5,200,1,0.0,0.0,,10,2,15,0.0,2,1,1,312,1,2,35,0,2.0,1,31,3,0.0,33,0.0,0.0
2,2,2.0,8800,10,1,10,2,1,201,1,0.0,0.0,,3,1,15,0.0,2,3,1,412,3,2,35,0,3.0,1,16,7,0.0,22,0.0,0.0
0,3,1.0,3,21,1,10,1,1,600,1,0.0,0.0,,8,2,2,0.0,3,3,1,1653,1,2,25,0,1.0,1,10,3,0.0,24,0.0,0.0
1,3,2.0,8800,16,1,9,2,1,201,1,0.0,0.0,,3,1,10,0.0,2,5,1,412,3,2,15,0,2.0,1,31,1,0.0,19,0.0,0.0
0,3,2.0,5,19,1,9,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,1,1,1655,1,2,25,0,2.0,1,24,3,0.0,12,0.0,0.0
2,3,2.0,3400,15,0,10,2,5,499,1,0.0,2.0,,6,5,0,0.0,3,5,1,1021,3,3,30,0,2.0,1,24,15,0.0,25,2.0,0.0
1,3,2.0,1729,14,1,10,1,1,602,1,0.0,0.0,,8,2,7,0.0,2,5,5,1233,3,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,1599,14,1,10,1,1,55,1,0.0,0.0,,8,1,16,0.0,0,2,1,222,3,2,30,5,3.0,1,24,14,0.0,18,0.0,0.0
1,3,2.0,9504,23,0,12,2,1,157,1,0.0,1.0,,8,2,16,0.0,2,5,1,2213,1,3,30,0,2.0,1,16,3,0.0,24,1.0,0.0
2,3,2.0,12699,20,0,11,1,1,588,1,0.0,1.0,,8,1,16,0.0,2,2,1,532,0,3,30,0,1.0,1,24,14,0.0,33,1.0,0.0
2,3,2.0,1,21,1,12,2,1,515,1,0.0,0.0,,12,2,11,0.0,3,2,1,1654,1,2,15,0,2.0,1,31,3,0.0,21,0.0,0.0
1,3,2.0,799,15,1,12,2,1,41,1,0.0,0.0,,19,2,8,0.0,3,4,1,914,3,2,30,0,2.0,1,24,14,0.0,33,0.0,0.0
2,3,2.0,5502,10,1,12,1,1,631,1,0.0,0.0,,15,1,16,0.0,2,5,1,225,0,2,30,0,2.0,1,10,14,0.0,33,0.0,0.0
0,3,2.0,4691,10,1,12,2,5,629,1,0.0,0.0,,10,1,15,0.0,2,6,1,925,3,2,30,0,2.0,1,21,14,0.0,23,0.0,0.0
2,3,2.0,502,7,1,12,2,1,501,1,0.0,0.0,,12,2,16,0.0,3,5,1,1653,3,2,15,0,2.0,1,24,3,0.0,18,0.0,0.0
2,3,2.0,6259,19,1,10,1,1,394,1,0.0,0.0,,8,2,15,0.0,2,7,1,331,4,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
1,3,2.0,1,12,1,10,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,5,1,1651,3,2,20,0,2.0,1,16,3,0.0,18,0.0,0.0
2,2,2.0,1,15,1,11,2,1,586,1,0.0,0.0,,10,2,15,0.0,3,5,1,1651,3,2,25,0,2.0,1,31,3,0.0,22,0.0,0.0
2,3,2.0,55,17,0,11,2,1,155,1,0.0,2.0,,6,2,10,0.0,1,5,1,1654,4,3,30,0,9.0,1,31,3,0.0,33,2.0,0.0
2,2,1.0,811,6,0,11,2,1,501,1,0.0,0.0,,2,1,2,0.0,3,5,1,1651,3,2,30,0,2.0,1,25,14,0.0,17,0.0,0.0
1,3,2.0,8800,16,1,11,2,1,201,1,0.0,0.0,,3,2,15,0.0,2,6,1,412,3,2,35,0,2.0,1,16,3,0.0,22,0.0,0.0
2,3,2.0,10022,13,1,10,2,2,313,1,0.0,0.0,,11,4,5,0.0,2,2,6,2232,3,2,30,5,2.0,1,24,5,0.0,21,0.0,0.0
1,3,2.0,514,7,1,11,2,1,501,1,0.0,0.0,,12,2,7,0.0,3,4,1,1654,3,2,15,0,1.0,1,24,3,0.0,22,0.0,0.0
2,2,1.0,6299,19,0,11,2,1,394,1,0.0,1.0,,3,1,4,0.0,2,4,1,331,1,4,45,0,0.0,1,24,14,0.0,25,0.0,1.0
2,3,2.0,833,16,1,12,2,1,501,1,0.0,0.0,,2,2,16,0.0,3,6,1,1654,1,2,30,0,2.0,1,24,3,0.0,23,0.0,0.0
1,2,2.0,6299,11,1,10,1,5,394,1,0.0,0.0,,8,2,15,0.0,2,1,1,331,3,2,30,0,2.0,1,31,3,0.0,22,0.0,0.0
2,3,2.0,3311,12,1,11,2,1,41,1,0.0,0.0,,12,2,11,0.0,3,2,1,1032,3,2,15,0,2.0,1,24,3,0.0,21,0.0,0.0
2,3,2.0,803,10,1,11,1,1,135,1,0.0,0.0,,8,1,15,0.0,2,3,1,1513,3,2,30,0,2.0,1,24,14,0.0,23,0.0,0.0
1,3,2.0,5,12,1,10,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,7,1,1655,3,2,15,0,2.0,1,16,3,0.0,18,0.0,0.0
1,3,2.0,2801,17,1,11,1,1,464,1,0.0,0.0,,8,1,10,0.0,1,3,1,1412,1,2,30,0,2.0,1,15,14,0.0,19,0.0,0.0
2,3,2.0,9522,17,1,11,1,1,157,1,0.0,0.0,,8,5,15,0.0,2,5,1,2213,1,2,30,5,2.0,1,24,15,0.0,33,0.0,0.0
0,5,2.0,9300,15,1,11,1,2,584,1,0.0,0.0,,10,2,9,0.0,2,4,1,633,3,2,15,0,2.0,1,24,3,0.0,25,0.0,0.0
2,3,2.0,1,16,1,12,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,3,1,1651,1,2,20,0,2.0,1,24,3,0.0,8,0.0,0.0
1,3,2.0,1,7,1,10,2,1,514,1,0.0,0.0,,12,2,7,0.0,3,6,1,1654,3,2,20,0,1.0,1,10,3,0.0,24,0.0,0.0
2,3,2.0,5500,8,0,10,2,1,631,1,0.0,1.0,,15,1,0,0.0,2,2,2,225,3,3,35,0,1.0,1,10,14,0.0,17,1.0,0.0
2,3,2.0,5500,8,1,11,1,5,631,1,0.0,0.0,,10,1,10,0.0,2,5,1,225,3,2,35,0,2.0,1,24,14,0.0,19,0.0,0.0
2,3,2.0,536,12,1,10,2,1,506,1,0.0,0.0,,1,2,15,0.0,3,4,1,1831,3,2,30,0,2.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,13000,11,1,11,1,5,590,1,0.0,0.0,,18,5,15,0.0,2,2,10,434,3,2,30,4,2.0,1,24,15,0.0,25,0.0,0.0
2,3,2.0,9000,13,0,11,2,1,201,1,0.0,0.0,,3,1,15,0.0,2,5,1,423,3,2,35,0,2.0,1,16,5,0.0,24,0.0,0.0
2,3,2.0,4305,18,1,11,2,1,257,1,0.0,0.0,,10,1,10,0.0,2,2,1,221,3,2,30,0,2.0,1,24,14,0.0,17,0.0,0.0
2,3,2.0,7454,19,1,11,2,5,648,1,0.0,0.0,,8,4,10,0.0,2,1,1,334,0,2,30,0,2.0,1,24,15,0.0,33,0.0,0.0
2,3,3.0,3500,16,0,12,2,1,500,1,0.0,1.0,,10,1,0,0.0,3,2,1,1021,0,4,20,0,4.0,1,24,13,0.0,33,0.0,1.0
2,3,2.0,521,16,1,10,1,1,501,1,0.0,0.0,,12,2,16,0.0,3,6,1,1654,3,2,10,0,2.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,6298,3,0,12,1,5,394,1,0.0,1.0,,3,1,10,0.0,2,1,1,331,1,3,30,0,1.0,1,31,14,0.0,25,1.0,0.0
0,3,2.0,7599,13,1,11,1,5,131,1,0.0,0.0,,8,2,7,0.0,1,2,10,2422,5,2,30,4,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,516,17,1,10,1,1,501,1,0.0,0.0,,12,2,7,0.0,3,6,6,1654,3,2,15,5,1.0,1,1,3,0.0,33,0.0,0.0
2,3,2.0,5502,0,1,10,2,1,631,1,0.0,0.0,,10,1,11,0.0,2,7,1,225,1,2,30,0,2.0,1,18,14,0.0,21,0.0,0.0
2,3,1.0,3032,18,1,10,2,1,421,1,0.0,0.0,,2,1,1,0.0,3,6,1,1411,1,2,30,0,1.0,1,24,13,0.0,33,0.0,0.0
1,3,2.0,2,14,1,10,2,1,600,1,0.0,0.0,,13,2,14,0.0,3,1,6,1652,3,2,20,5,2.0,1,34,3,0.0,33,0.0,0.0
2,3,2.0,7198,15,1,10,2,1,126,1,0.0,0.0,,2,1,16,0.0,3,2,6,811,4,2,30,5,2.0,1,24,14,0.0,13,0.0,0.0
2,3,2.0,6646,14,0,10,2,1,296,1,0.0,3.0,,6,1,16,0.0,3,7,1,2512,3,1,30,0,1.0,1,24,14,2.0,33,1.0,0.0
2,3,2.0,12699,9,0,11,2,1,588,1,0.0,0.0,,15,1,16,0.0,2,2,1,532,3,2,35,0,2.0,1,22,14,0.0,18,0.0,0.0
2,3,2.0,1,10,1,10,2,1,513,1,0.0,0.0,,12,2,7,0.0,3,5,6,1654,5,2,20,4,1.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,1,15,1,11,1,5,513,1,0.0,0.0,,12,2,7,0.0,3,6,10,1654,5,2,10,4,1.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,3845,10,1,11,2,1,417,1,0.0,0.0,,11,2,7,0.0,2,2,1,915,3,2,0,0,1.0,1,31,3,0.0,12,0.0,0.0
0,3,2.0,7199,10,1,11,2,1,66,1,0.0,0.0,,8,2,16,0.0,3,6,1,811,3,2,20,0,2.0,1,16,3,0.0,18,0.0,0.0
1,3,1.0,8600,23,1,10,2,1,289,1,0.0,0.0,,8,2,1,0.0,3,6,1,1631,1,2,30,0,1.0,1,0,3,0.0,0,0.0,0.0
1,3,2.0,4650,6,1,11,1,5,390,1,0.0,0.0,,6,5,15,0.0,2,4,2,215,2,2,30,5,3.0,1,31,14,0.0,23,0.0,0.0
2,3,2.0,173,10,1,11,2,1,155,1,0.0,0.0,,8,2,10,0.0,1,6,2,1654,3,2,30,0,2.0,1,31,3,0.0,33,0.0,0.0
2,3,4.0,1,13,0,11,2,1,514,1,0.0,0.0,,12,2,0,0.0,3,2,1,1654,3,2,20,0,2.0,1,24,3,0.0,8,0.0,0.0
0,3,2.0,630,16,1,12,2,1,501,1,0.0,0.0,,12,2,7,0.0,3,7,2,1654,1,2,20,5,1.0,1,31,5,0.0,33,0.0,0.0
1,2,2.0,4658,8,1,12,2,1,390,1,0.0,0.0,,2,1,11,0.0,2,5,0,215,3,2,30,2,2.0,1,17,14,0.0,12,0.0,0.0
2,3,2.0,6258,0,0,10,2,1,394,1,0.0,0.0,,3,1,15,0.0,2,4,1,331,1,2,35,0,3.0,1,18,14,0.0,17,0.0,0.0
2,3,2.0,500,7,1,10,1,1,239,1,0.0,0.0,,8,2,15,0.0,3,5,6,124,3,2,30,5,2.0,1,24,3,0.0,23,0.0,0.0
0,3,2.0,514,20,1,11,2,1,501,1,0.0,0.0,,13,2,7,0.0,3,4,1,1654,1,2,5,0,1.0,1,15,5,0.0,22,0.0,0.0
2,3,2.0,515,7,0,12,2,1,501,1,0.0,0.0,,8,2,16,0.0,3,2,1,1654,3,2,25,0,2.0,1,24,3,0.0,18,0.0,0.0
2,3,2.0,9759,18,1,12,2,1,372,1,0.0,0.0,,3,2,10,0.0,3,1,1,1654,1,2,45,0,4.0,1,17,3,0.0,19,0.0,0.0
2,3,2.0,2027,19,1,12,1,1,266,1,0.0,0.0,,2,1,16,0.0,3,5,1,2212,0,2,30,0,2.0,1,31,13,0.0,24,0.0,0.0
1,3,2.0,3100,9,1,12,1,1,313,1,0.0,0.0,,2,1,15,0.0,1,3,1,1933,3,2,30,0,3.0,1,10,14,0.0,23,0.0,0.0
0,3,2.0,5500,16,1,11,1,1,319,1,0.0,0.0,,8,1,10,0.0,1,5,1,1613,3,2,30,0,2.0,1,24,14,0.0,19,0.0,0.0
2,3,2.0,4500,17,0,11,2,1,442,1,0.0,1.0,,6,1,0,0.0,1,7,1,1654,3,4,25,0,1.0,1,10,13,0.0,5,0.0,1.0
2,3,2.0,2202,21,1,11,2,1,243,1,0.0,0.0,,8,2,7,0.0,3,5,1,2412,0,2,25,0,2.0,1,24,3,0.0,25,0.0,0.0
2,3,2.0,412,20,1,12,2,5,501,1,0.0,0.0,,10,2,10,0.0,3,4,1,1654,1,2,25,0,2.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,3,3,0,12,2,5,600,1,0.0,0.0,,10,2,15,0.0,3,7,1,1653,1,2,20,0,2.0,1,24,3,0.0,33,0.0,0.0
1,3,2.0,2,13,1,11,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,7,1,1652,3,2,20,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,2,19,1,12,2,1,600,1,0.0,0.0,,11,2,15,0.0,3,2,1,1652,1,2,20,0,2.0,1,10,3,0.0,18,0.0,0.0
1,3,2.0,1,8,1,12,2,1,515,1,0.0,0.0,,12,2,7,0.0,3,3,1,1654,3,2,15,0,1.0,1,24,3,0.0,33,0.0,0.0
1,3,2.0,13000,11,1,12,1,5,590,1,0.0,0.0,,8,5,15,0.0,2,3,10,434,5,2,30,4,2.0,1,31,15,0.0,33,0.0,0.0
2,2,2.0,6600,11,0,11,2,1,201,1,0.0,1.0,,3,2,15,0.0,2,5,9,312,3,4,55,3,3.0,1,15,3,0.0,36,0.0,1.0
2,3,2.0,5,13,1,12,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,2,1,1655,3,2,25,0,2.0,1,24,3,0.0,18,0.0,0.0
1,3,2.0,524,20,1,12,2,1,501,1,0.0,0.0,,11,2,15,0.0,3,1,1,1654,1,2,10,0,2.0,1,10,3,0.0,18,0.0,0.0
2,3,2.0,4610,16,1,12,1,1,454,1,0.0,0.0,,8,2,7,0.0,1,7,1,1622,3,2,30,0,1.0,1,24,3,0.0,25,0.0,0.0
2,3,2.0,1,6,1,1,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,4,1,1651,3,2,25,0,3.0,1,10,3,0.0,18,0.0,0.0
0,3,2.0,630,18,1,12,2,1,501,1,0.0,0.0,,12,2,11,0.0,3,3,1,1654,1,2,15,0,2.0,1,24,3,0.0,33,0.0,0.0
0,3,2.0,1747,22,0,1,1,1,183,1,0.0,1.0,,3,2,9,0.0,2,6,1,1235,1,1,30,0,1.0,1,24,3,1.0,33,0.0,0.0
2,3,2.0,3910,23,1,12,1,1,245,1,0.0,0.0,,10,2,16,0.0,3,4,1,2523,1,2,30,0,2.0,1,24,3,0.0,24,0.0,0.0
1,3,2.0,606,15,1,12,2,1,501,1,0.0,0.0,,12,2,15,0.0,3,3,1,1654,3,2,15,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,3,19,1,11,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,4,1,1653,1,2,25,0,2.0,1,24,3,0.0,33,0.0,0.0
0,2,2.0,1,7,1,12,1,1,327,1,0.0,0.0,,8,2,15,0.0,3,3,1,1654,2,2,35,0,2.0,1,24,3,0.0,22,0.0,0.0
2,3,2.0,841,20,1,12,1,1,135,1,0.0,0.0,,15,1,16,0.0,2,7,1,1513,0,2,30,0,3.0,1,31,14,0.0,24,0.0,0.0
2,3,2.0,4331,21,1,12,2,1,442,1,0.0,0.0,,2,1,10,0.0,1,6,6,1654,1,2,45,5,2.0,1,34,14,0.0,19,0.0,0.0
1,3,2.0,600,16,1,12,2,1,501,1,0.0,0.0,,11,2,7,0.0,3,5,1,1654,3,2,20,0,1.0,1,24,3,0.0,21,0.0,0.0
2,3,2.0,6258,18,1,1,2,1,394,1,0.0,0.0,,3,1,15,0.0,2,7,5,331,0,2,30,5,5.0,1,25,14,0.0,33,0.0,0.0
2,3,3.0,82,18,0,12,2,1,145,1,0.0,0.0,,8,2,7,0.0,0,6,1,1824,1,2,30,0,1.0,1,31,3,0.0,17,0.0,0.0
2,3,2.0,1662,15,0,11,2,5,13,1,0.0,0.0,,8,1,10,0.0,3,5,1,2234,3,2,35,0,2.0,1,24,14,0.0,25,0.0,0.0
2,3,3.0,13000,19,0,1,1,1,590,1,0.0,1.0,,17,5,10,0.0,2,6,10,434,0,3,30,4,2.0,1,24,15,0.0,33,1.0,0.0
2,3,2.0,10200,20,0,12,2,1,143,1,0.0,0.0,,6,1,16,0.0,3,1,1,1654,1,2,10,0,2.0,1,10,14,0.0,18,0.0,0.0
2,3,2.0,3,5,1,12,2,1,600,1,0.0,0.0,,10,2,10,0.0,3,5,1,1653,3,2,20,0,2.0,1,31,3,0.0,12,0.0,0.0
1,3,3.0,9830,6,1,10,2,1,313,1,0.0,0.0,,10,1,0,0.0,2,1,6,2223,2,2,30,5,2.0,1,24,14,0.0,36,0.0,0.0
2,3,2.0,172,15,1,1,2,1,155,1,0.0,0.0,,3,2,10,0.0,1,2,6,1654,3,2,30,5,2.0,1,24,3,0.0,19,0.0,0.0
2,3,3.0,2,5,1,12,2,1,600,1,0.0,0.0,,10,2,10,0.0,3,6,9,1652,1,2,20,3,3.0,1,24,3,0.0,19,0.0,0.0
2,3,2.0,817,9,1,1,2,1,135,1,0.0,0.0,,8,1,16,0.0,2,2,4,1513,3,2,30,5,2.0,1,31,13,0.0,18,0.0,0.0
1,3,2.0,5553,8,1,10,1,1,262,1,0.0,0.0,,2,1,10,0.0,1,3,1,1614,3,2,35,0,2.0,1,24,14,0.0,19,0.0,0.0
2,3,2.0,3899,15,1,12,2,5,390,1,0.0,0.0,,10,5,10,0.0,2,3,1,213,3,2,30,0,32.0,1,31,15,0.0,33,0.0,0.0
2,3,1.0,3064,4,0,11,2,1,546,1,0.0,2.0,,8,2,2,0.0,2,5,1,1034,1,1,30,0,0.0,1,24,3,2.0,33,0.0,0.0
0,3,2.0,10255,10,1,1,2,1,649,1,0.0,0.0,,10,2,7,0.0,3,2,1,1654,3,2,15,0,1.0,1,24,3,0.0,25,0.0,0.0
2,2,1.0,507,23,0,11,2,1,97,1,0.0,1.0,,8,2,2,0.0,3,6,1,622,1,3,25,0,0.0,1,24,3,0.0,26,1.0,0.0
1,3,1.0,2615,20,0,11,2,5,178,1,0.0,1.0,,8,5,2,0.0,2,3,10,1034,1,4,30,5,0.0,1,24,15,0.0,25,0.0,1.0
0,3,2.0,5500,14,1,12,1,1,631,1,0.0,0.0,,11,1,15,0.0,2,2,1,225,3,2,15,0,2.0,1,16,14,0.0,23,0.0,0.0
2,3,3.0,598,14,1,12,2,5,596,1,0.0,0.0,,10,5,7,0.0,3,2,10,1934,3,2,30,4,1.0,0,24,15,0.0,33,0.0,0.0
1,3,2.0,1,12,1,12,2,1,512,1,0.0,0.0,,12,4,0,0.0,3,7,1,1654,1,2,10,5,2.0,1,16,3,0.0,18,0.0,0.0
2,3,2.0,3,19,1,11,2,1,600,1,0.0,0.0,,10,2,7,0.0,3,1,1,1653,1,2,25,0,1.0,1,31,3,0.0,22,0.0,0.0
1,3,2.0,3,14,0,1,2,1,600,1,0.0,0.0,,11,2,15,0.0,3,2,1,1653,3,2,20,0,2.0,1,33,3,0.0,18,0.0,0.0
2,3,2.0,5,14,1,12,1,1,600,1,0.0,0.0,,13,2,15,0.0,3,5,1,1655,3,2,20,0,2.0,1,24,14,0.0,22,0.0,0.0
1,3,2.0,1700,18,1,1,1,1,368,1,0.0,0.0,,6,1,10,0.0,2,5,1,1022,1,2,30,0,3.0,1,31,14,0.0,33,0.0,0.0
