wins,goals_for,team_name,win_percent,goals_against,goal_difference
0.15217391304347824,0.38524590163934425,20,0.16344463971880493,0.8160535117056857,0.18983050847457622
0.5652173913043478,0.6311475409836065,21,0.5817223198594025,0.5050167224080268,0.7084745762711864
0.4347826086956522,0.44672131147540983,23,0.44991212653778556,0.5986622073578596,0.4610169491525423
0.6956521739130435,0.6557377049180328,24,0.7135325131810194,0.45150501672240806,0.7830508474576271
0.7608695652173914,0.8401639344262295,25,0.7785588752196838,0.5351170568561873,0.8508474576271186
0.5,0.5163934426229508,26,0.5149384885764499,0.43143812709030105,0.6881355932203389
0.891304347826087,0.848360655737705,0,0.8576449912126539,0.5117056856187291,0.8813559322033898
0.6086956521739131,0.860655737704918,1,0.585237258347979,0.6086956521739131,0.7932203389830508
0.717391304347826,0.8073770491803278,2,0.6906854130052725,0.5585284280936456,0.7999999999999999
0.8043478260869564,0.6311475409836065,3,0.7750439367311074,0.3846153846153846,0.8305084745762712
0.8043478260869564,1.0,5,0.7750439367311074,0.5518394648829431,0.9661016949152542
0.34782608695652173,0.4795081967213115,6,0.335676625659051,0.7424749163879598,0.3423728813559322
0.34782608695652173,0.651639344262295,8,0.335676625659051,0.8494983277591974,0.3762711864406779
0.6304347826086957,0.8729508196721312,9,0.6063268892794377,0.7525083612040133,0.6576271186440678
0.5652173913043478,0.6024590163934427,11,0.5448154657293498,0.5953177257525084,0.5932203389830508
0.8260869565217391,0.8237704918032787,12,0.7943760984182776,0.5518394648829431,0.8203389830508474
0.6521739130434783,0.75,13,0.6274165202108963,0.6153846153846154,0.6949152542372881
0.6521739130434783,0.860655737704918,14,0.6274165202108963,0.6086956521739131,0.7932203389830508
0.5217391304347826,0.7336065573770492,15,0.5026362038664324,0.6454849498327759,0.6508474576271186
0.0,0.31557377049180324,16,0.0,0.9364548494983278,0.01016949152542368
0.5652173913043478,0.7950819672131149,17,0.5448154657293498,0.6822742474916388,0.6644067796610169
1.0,0.9918032786885247,18,0.9630931458699473,0.5117056856187291,1.0
0.8043478260869564,0.9262295081967213,19,0.7750439367311074,0.6187290969899666,0.8372881355932202
0.021739130434782622,0.3811475409836065,20,0.021089630931458714,1.0,0.0
0.5869565217391305,0.6434426229508197,21,0.5641476274165202,0.5451505016722408,0.6779661016949152
0.28260869565217395,0.49180327868852447,22,0.2724077328646749,0.725752508361204,0.36949152542372876
0.7391304347826088,0.6680327868852458,23,0.7117750439367312,0.42140468227424754,0.8237288135593219
0.782608695652174,0.9057377049180328,24,0.7539543057996486,0.5451505016722408,0.8949152542372881
0.717391304347826,0.819672131147541,25,0.6906854130052725,0.5719063545150502,0.7966101694915254
0.6521739130434783,0.8073770491803278,26,0.6274165202108963,0.68561872909699,0.6711864406779661
0.5,0.42622950819672134,10,0.4815465729349737,0.4548494983277592,0.5898305084745762
0.6956521739130435,0.6721311475409837,0,0.6695957820738138,0.4581939799331104,0.7898305084745763
